tracking_id,gene_short_name,P5 AT1 Control_A,P5 AT1 Control_B,P5 AT1 Control_C,P5 AT1 Mutant_A, P5 AT1 Mutant_B,P5 AT1 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value
XLOC_006115,4930579G18Rik,0.8,0.3,0.7,0.3,0.5,0.6,-0.1,0.551511018
XLOC_006116,1700123O20Rik,11.4,14.4,12.6,13.9,14.7,12.4,0.1,0.415258934
XLOC_006117,Bcl2l2,23.9,19.8,24.2,13.3,17.0,18.8,-0.5,0.128881966
XLOC_006118,Pabpn1,131.5,99.2,117.2,97.5,108.6,100.7,-0.2,0.402223322
XLOC_006119,Il25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_006120,Cmtm5,0.0,0.1,0.0,0.0,0.0,0.0,-0.1,0.422649731
XLOC_006121,D830015G02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006122,Ngdn,15.7,21.4,18.7,22.2,20.6,20.0,0.2,0.395618718
XLOC_006123,Gm10364,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.721362654
XLOC_006124,Zfhx2os,0.8,0.9,1.2,0.8,0.9,1.2,0.0,0.742766943
XLOC_006125,Thtpa,5.4,5.6,6.7,8.2,8.4,8.6,0.4,0.022133071
XLOC_006126,Dhrs2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006127,Dhrs4,15.7,17.3,15.5,31.2,26.8,25.6,0.7,0.018974901
XLOC_006128,Lrrc16b,0.3,0.3,0.5,0.2,0.4,0.4,0.0,0.57289466
XLOC_006129,Cpne6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006130,Pck2,9.3,11.4,10.8,16.8,15.5,13.7,0.5,0.072022497
XLOC_006131,Dcaf11,40.5,27.9,34.0,30.7,27.9,31.0,-0.2,0.26813117
XLOC_006132,Fitm1,0.9,0.0,0.2,0.3,0.2,0.2,-0.1,0.852919709
XLOC_006133,Psme1,81.6,98.2,99.7,120.7,118.5,123.7,0.4,0.053115356
XLOC_006134,Rnf31,9.8,13.1,12.2,7.2,9.6,8.3,-0.4,0.005467433
XLOC_006135,Irf9,14.1,15.8,15.8,12.9,15.9,15.8,0.0,0.45247228
XLOC_006136,Rec8,2.3,1.6,5.3,1.6,2.4,4.9,0.0,0.994206414
XLOC_006137,Tssk4,0.3,0.3,0.1,0.3,0.4,0.6,0.2,0.31268407
XLOC_006138,Gmpr2,8.3,9.9,13.8,14.4,11.4,14.2,0.3,0.265392234
XLOC_006139,Nop9,5.0,5.0,4.9,7.9,6.9,6.9,0.5,0.010578007
XLOC_006140,Ltb4r2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.872588899
XLOC_006141,Ltb4r1,0.5,5.8,2.3,0.5,3.6,1.0,-0.4,0.232513844
XLOC_006142,Nfatc4,16.0,21.0,17.8,12.2,20.1,15.0,-0.2,0.129627223
XLOC_006143,Nynrin,7.7,12.5,10.4,8.3,10.8,10.4,0.0,0.700569081
XLOC_006144,Khnyn,14.9,11.9,12.6,11.4,12.1,11.3,-0.2,0.277807541
XLOC_006145,Cma2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006146,Mcpt1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006147,Mcpt2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006148,Atp12a,0.1,0.0,0.0,0.6,0.5,0.5,0.5,0.00541823
XLOC_006149,Rnf17,0.2,0.0,0.1,0.2,0.0,0.1,0.0,0.582806688
XLOC_006150,Parp4,14.6,8.9,12.4,7.7,7.5,9.7,-0.5,0.132328
XLOC_006151,Mphosph8,9.9,8.9,11.7,8.2,8.6,10.8,-0.1,0.156314303
XLOC_006152,Zmym2,15.8,11.8,13.6,9.7,9.1,12.4,-0.4,0.132012579
XLOC_006153,B020004C17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006154,Ift88,4.6,3.1,4.5,4.4,3.8,5.2,0.1,0.264525301
XLOC_006155,Il17d,13.0,18.6,11.2,8.8,11.1,6.0,-0.7,0.017444192
XLOC_006156,Sap18,98.4,125.5,129.6,222.6,223.3,198.5,0.9,0.0332205
XLOC_006157,Mir3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006158,Mrpl57,5.6,7.2,6.5,14.1,11.2,8.4,0.7,0.111092236
XLOC_006159,Fgf9,0.7,0.6,0.9,1.7,3.0,3.4,1.1,0.029821175
XLOC_006160,Rcbtb1,9.2,9.5,10.1,9.7,9.3,12.1,0.1,0.351385354
XLOC_006161,Cab39l,7.1,4.8,9.0,13.9,8.9,12.7,0.7,0.031490223
XLOC_006162,Shisa2,3.5,6.4,5.1,8.7,19.9,20.3,1.5,0.018005916
XLOC_006163,Mtmr6,29.9,24.6,29.7,21.2,21.7,25.1,-0.3,0.086214866
XLOC_006164,Amer2,0.2,0.2,0.3,0.1,0.1,0.1,-0.2,0.03365417
XLOC_006165,Spata13,4.4,4.3,3.5,7.2,6.9,5.3,0.6,0.004079921
XLOC_006166,C1qtnf9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.665891845
XLOC_006167,Mipep,2.9,3.9,4.7,9.2,6.3,9.1,0.9,0.058228749
XLOC_006168,Sacs,0.2,0.5,0.5,0.2,0.2,0.1,-0.2,0.152863877
XLOC_006169,Arl11,3.1,4.6,4.0,1.9,0.9,2.8,-0.8,0.164636999
XLOC_006170,4930556J02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006171,Trim13,14.5,11.3,18.9,15.9,13.4,15.7,0.0,0.833101962
XLOC_006172,Kcnrg,1.9,1.0,1.4,0.8,0.7,0.9,-0.4,0.07844217
XLOC_006173,Rnaseh2b,6.6,10.2,12.8,19.6,16.9,19.7,0.9,0.080075971
XLOC_006174,Fam124a,1.3,1.9,1.1,1.1,0.6,0.9,-0.4,0.235909228
XLOC_006175,Serpine3,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.903163263
XLOC_006176,4931440J10Rik,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.977080098
XLOC_006177,"Mir8098,Wdfy2",6.2,5.9,6.4,3.8,3.7,5.4,-0.4,0.06395661
XLOC_006178,Mir6541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006179,Defb47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006180,Defb43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006181,Defb42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006182,2700070H01Rik,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.182913131
XLOC_006183,Ctsb,92.3,104.9,105.2,80.1,77.4,76.2,-0.4,0.047437478
XLOC_006184,Fam167a,13.3,3.6,2.1,1.3,1.0,1.3,-1.4,0.158438825
XLOC_006185,Xkr6,0.4,0.4,0.5,0.3,0.4,0.4,0.0,0.371512846
XLOC_006186,Mir598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006187,Pinx1,4.0,5.6,6.9,12.1,7.6,8.5,0.7,0.19435282
XLOC_006188,Sox7,3.6,12.9,5.4,2.5,4.1,4.5,-0.7,0.2106699
XLOC_006189,Rp1l1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_006190,Prss51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006191,Prss52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006192,"A930011O12Rik,Mir124a-1,Mir3078",0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006193,Kif13b,8.6,7.8,7.4,6.3,5.7,7.1,-0.3,0.12425245
XLOC_006194,Ints9,7.8,8.0,7.3,7.8,7.9,8.1,0.0,0.502319673
XLOC_006195,Fbxo16,0.8,0.6,1.0,2.0,2.5,2.3,0.9,0.023148954
XLOC_006196,Zfp395,18.1,17.7,18.2,23.1,21.5,20.0,0.2,0.053400425
XLOC_006197,Nuggc,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.727047616
XLOC_006198,Scara5,4.6,0.5,0.8,0.7,0.4,0.5,-0.7,0.329796599
XLOC_006199,Pbk,1.8,5.9,5.5,21.1,20.2,18.8,2.1,0.044484078
XLOC_006200,Ccdc25,13.4,11.1,14.1,39.0,20.6,25.2,1.0,0.041578824
XLOC_006201,Clu,73.5,34.9,32.6,6959.8,1437.5,1947.6,5.9,0.003565231
XLOC_006202,Chrna2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895023727
XLOC_006203,Trim35,30.2,37.8,34.0,39.4,38.2,39.5,0.2,0.1929047
XLOC_006204,Stmn4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.190693537
XLOC_006205,Adra1a,0.1,0.1,0.1,0.1,0.0,0.2,0.0,0.87203245
XLOC_006206,Gm5464,0.1,0.2,0.2,0.0,0.1,0.1,-0.1,0.103330164
XLOC_006207,Pnma2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563593248
XLOC_006208,Ebf2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.407925206
XLOC_006209,Kctd9,22.8,13.2,14.6,14.9,15.8,17.5,0.0,0.92766472
XLOC_006210,Gnrh1,2.3,0.6,1.5,0.2,0.4,1.2,-0.6,0.271317089
XLOC_006211,Nefl,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.726061464
XLOC_006212,A230070E04Rik,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.26491919
XLOC_006213,Stc1,0.8,3.0,3.2,1.5,1.6,2.3,-0.2,0.691059653
XLOC_006214,Nkx2-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006215,Nkx3-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_006216,Entpd4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006217,Entpd4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20027443
XLOC_006218,"Loxl2,Mir6950",30.4,56.3,38.2,37.6,38.2,33.4,-0.1,0.613078395
XLOC_006219,Tnfrsf10b,4.4,4.2,4.1,7.4,6.7,7.6,0.7,0.006247581
XLOC_006220,Pebp4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006221,Egr3,4.2,10.7,8.4,1.9,6.7,5.2,-0.7,0.01528911
XLOC_006222,Bin3,14.0,16.1,13.9,21.6,18.7,16.7,0.3,0.104944879
XLOC_006223,Mir320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006224,Phyhip,0.3,0.3,0.3,0.2,0.2,0.1,-0.2,0.063343575
XLOC_006225,Lgi3,48.7,80.1,117.2,10.9,18.9,44.5,-1.8,0.014618677
XLOC_006226,Reep4,12.7,15.8,17.7,14.3,20.4,16.5,0.1,0.389216356
XLOC_006227,Hr,0.7,1.9,2.5,3.9,2.9,4.1,0.8,0.131764483
XLOC_006228,Nudt18,5.2,4.0,4.9,4.4,4.3,3.9,-0.1,0.315573828
XLOC_006229,Dok2,4.6,5.6,7.0,1.3,2.5,2.9,-1.1,0.011070975
XLOC_006230,2410012E07Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006231,Gfra2,6.6,14.0,8.4,4.5,3.1,6.5,-0.9,0.214334779
XLOC_006232,Gm4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006233,4930434J06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006234,Gm9199,0.1,0.5,0.2,0.1,0.2,0.2,-0.1,0.589224579
XLOC_006235,Rcbtb2,5.6,8.4,9.3,8.3,8.7,9.7,0.2,0.314099893
XLOC_006236,Lpar6,5.0,7.3,8.4,7.6,8.3,9.2,0.3,0.165835845
XLOC_006237,Med4,16.2,16.6,16.4,16.4,15.5,15.0,-0.1,0.276416739
XLOC_006238,Sucla2,27.8,24.0,27.5,37.3,27.7,32.7,0.3,0.048996455
XLOC_006239,4933402J15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_006240,Htr2a,0.8,0.6,0.4,0.4,0.3,0.3,-0.3,0.105811096
XLOC_006241,Esd,31.9,33.9,37.3,75.8,51.8,55.6,0.8,0.065864307
XLOC_006242,Gm4278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006243,5031414D18Rik,0.1,0.9,0.6,0.3,0.4,0.1,-0.2,0.444634914
XLOC_006244,Lcp1,40.6,69.5,77.4,53.4,35.4,65.1,-0.3,0.556011066
XLOC_006245,Cpb2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006246,Zc3h13,12.0,11.2,13.8,13.6,12.5,13.9,0.1,0.152618246
XLOC_006247,Siah3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_006248,4930564B18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006249,Tpt1,1454.1,1311.5,1459.0,2282.9,1370.2,1782.3,0.3,0.190089872
XLOC_006250,Snora31,0.0,0.0,0.0,0.0,0.0,324.1,2.8,0.422649731
XLOC_006251,Kctd4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190750384
XLOC_006252,Nufip1,3.3,2.9,2.7,5.1,4.1,4.3,0.5,0.006857418
XLOC_006253,Tsc22d1,228.0,233.0,269.3,348.2,356.8,366.1,0.6,0.010182066
XLOC_006254,1700108F19Rik,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.422649731
XLOC_006255,Ccdc122,2.2,1.8,2.6,5.4,3.5,4.9,0.8,0.014556914
XLOC_006256,Enox1,0.2,0.4,0.3,0.3,0.4,0.3,0.0,0.410308419
XLOC_006257,Epsti1,0.6,4.2,2.5,2.8,2.4,2.9,0.3,0.659684631
XLOC_006258,Vwa8,9.0,6.8,8.8,9.9,8.4,10.1,0.2,0.042072593
XLOC_006259,Mtrf1,1.5,1.8,2.9,4.2,3.5,3.1,0.6,0.166073227
XLOC_006260,Kbtbd7,6.8,5.3,7.1,3.5,4.4,5.2,-0.5,0.11147735
XLOC_006261,Zbtbd6,0.0,0.2,0.3,0.2,0.7,0.4,0.3,0.119205182
XLOC_006262,Elf1,40.9,30.0,35.9,35.7,31.4,39.3,0.0,0.997717818
XLOC_006263,Sugt1,20.8,20.1,22.6,28.4,20.9,25.2,0.2,0.201045639
XLOC_006264,4930452G13Rik,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.211499942
XLOC_006265,Mir759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006266,Olfm4,1.6,2.0,1.1,1.0,0.6,0.9,-0.5,0.164413465
XLOC_006267,Pcdh17,3.0,7.4,6.0,3.0,2.5,4.7,-0.5,0.306445329
XLOC_006268,4930529K09Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006269,Tdrd3,11.1,9.8,12.9,9.7,9.0,12.0,-0.1,0.036371657
XLOC_006270,Gm5088,2.5,2.1,2.1,5.1,3.3,4.4,0.7,0.028440989
XLOC_006271,4930474H20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006272,4921530L21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006273,Bora,1.9,3.4,3.3,3.9,4.8,5.0,0.5,0.03805395
XLOC_006274,Pibf1,4.9,3.8,4.4,4.5,4.3,4.6,0.0,0.668949676
XLOC_006275,Klf5,86.1,59.7,44.0,130.8,119.6,80.0,0.8,0.019447733
XLOC_006276,Uchl3,6.8,8.3,12.1,28.9,18.0,18.7,1.2,0.09633757
XLOC_006277,Lmo7,567.8,201.9,325.0,232.6,236.8,261.4,-0.5,0.41142801
XLOC_006278,Irg1,0.4,1.5,0.6,0.1,0.4,0.5,-0.4,0.172160264
XLOC_006279,Cln5,20.5,16.2,25.0,11.0,10.8,16.9,-0.6,0.024280196
XLOC_006280,Scel,40.7,37.2,37.6,36.3,40.0,50.4,0.1,0.546340459
XLOC_006281,Slain1,4.4,2.7,3.3,3.7,4.7,5.1,0.3,0.345073843
XLOC_006282,D130009I18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006283,Ndfip2,28.9,22.6,27.9,25.5,22.1,26.0,-0.1,0.135754653
XLOC_006284,5430440P10Rik,0.1,0.1,0.1,0.2,0.1,0.4,0.2,0.242003761
XLOC_006285,4930449E01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006286,9330188P03Rik,1.2,0.6,0.6,2.1,1.6,2.2,0.7,0.036691796
XLOC_006287,Trim52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006288,Mir3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006289,Slitrk5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.448315825
XLOC_006290,Mir466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006291,4930524C18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006292,Mir17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006293,Mir18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006294,Mir19a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006295,Mir20a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006296,"Mir17hg,Mir19b-1",4.7,2.1,5.2,2.0,3.0,3.8,-0.3,0.507791597
XLOC_006297,Gpc5,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.835228268
XLOC_006298,Gpc6,1.4,2.1,1.7,1.5,1.1,1.2,-0.3,0.260446932
XLOC_006299,Gpr180,11.7,16.6,12.7,10.4,12.5,11.0,-0.2,0.069281769
XLOC_006300,Mir6241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006301,Gm9376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006302,1700044C05Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006303,Cldn10,8.6,3.4,3.3,2.4,2.9,3.9,-0.5,0.436796481
XLOC_006304,Dnajc3,70.1,48.6,57.2,37.3,36.9,46.2,-0.5,0.102966007
XLOC_006305,Hs6st3,0.6,1.8,0.4,0.4,0.1,0.5,-0.5,0.357482627
XLOC_006306,1700006F04Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006307,Mbnl2,59.4,46.4,55.6,42.1,35.1,52.7,-0.3,0.124405376
XLOC_006308,Rap2a,32.5,40.2,39.8,19.6,21.1,26.1,-0.7,0.015198405
XLOC_006309,Ipo5,22.2,22.0,24.6,43.5,35.4,38.9,0.7,0.016672622
XLOC_006310,Farp1,58.9,55.3,44.1,34.4,39.6,37.6,-0.5,0.088034599
XLOC_006311,Ubac2,17.5,20.4,16.4,15.1,16.7,14.2,-0.2,0.015339675
XLOC_006312,Timm8a2,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.562219581
XLOC_006313,Tm9sf2,93.9,67.3,85.4,94.9,70.2,82.5,0.0,0.813594932
XLOC_006314,Clybl,3.6,2.9,4.3,5.6,4.4,4.1,0.3,0.244393592
XLOC_006315,Zic2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20525991
XLOC_006316,Pcca,5.6,4.2,8.2,5.5,4.8,6.5,-0.1,0.694271406
XLOC_006317,AA536875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006318,Itgbl1,8.8,0.3,0.7,1.3,0.7,0.3,-0.7,0.471861876
XLOC_006319,1700024B18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006320,Gm3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006321,Gm3383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006322,Gm3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006323,Gm3383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006324,LOC100861615,0.0,0.0,0.1,0.2,0.1,0.1,0.1,0.202568082
XLOC_006325,Gm10406,0.0,0.2,0.1,0.3,0.4,0.4,0.3,0.051559883
XLOC_006326,Gm3696,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.29812354
XLOC_006327,Gm5797,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.422649731
XLOC_006328,Gm3558,0.0,0.1,0.1,0.2,0.2,0.1,0.1,0.154065613
XLOC_006329,Dnase1l3,0.1,0.3,0.1,0.1,0.1,0.1,-0.1,0.427789572
XLOC_006330,Pdhb,41.6,43.0,46.9,62.8,57.0,55.6,0.4,0.053941515
XLOC_006331,Acox2,0.6,0.4,0.3,2.9,2.0,3.2,1.4,0.01346673
XLOC_006332,Fam107a,0.8,0.2,0.2,0.7,1.0,0.7,0.4,0.263680447
XLOC_006333,Oit1,0.7,0.1,0.1,1.6,0.3,0.2,0.3,0.127313356
XLOC_006334,4930452B06Rik,0.3,0.8,0.5,1.7,1.8,1.9,0.9,0.0240866
XLOC_006335,Fhit,0.7,1.0,0.5,3.3,3.9,3.7,1.4,0.00614984
XLOC_006336,Fezf2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006337,Cadps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720819464
XLOC_006338,Gm5087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006339,Thoc7,37.5,36.9,42.7,71.7,49.3,60.9,0.6,0.060713945
XLOC_006340,Psmd6,35.9,36.1,40.1,59.1,51.2,52.0,0.5,0.034032909
XLOC_006341,Olfr720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006342,Lrrc3b,0.0,0.0,0.6,0.3,0.1,0.3,0.1,0.774229876
XLOC_006343,Oxsm,3.0,2.7,3.6,3.4,2.7,3.8,0.1,0.24235714
XLOC_006344,Rarb,2.7,2.0,2.8,7.2,6.9,6.8,1.2,0.007263635
XLOC_006345,Nr1d2,11.8,10.4,13.2,9.4,8.4,11.2,-0.3,0.007294693
XLOC_006346,Rpl15,155.6,207.7,191.3,343.7,285.0,259.4,0.7,0.099362052
XLOC_006347,Ube2e1,33.3,30.8,41.3,56.7,42.5,50.5,0.5,0.067328975
XLOC_006348,Ube2e2,23.2,24.1,25.3,15.3,17.3,18.8,-0.5,0.0096658
XLOC_006349,Gm5458,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.422649731
XLOC_006350,2700060E02Rik,36.5,35.9,42.0,66.8,41.8,52.0,0.5,0.149532231
XLOC_006351,Gng2,3.9,8.9,6.1,3.5,3.0,4.1,-0.6,0.210955931
XLOC_006352,Saysd1,2.7,3.3,4.4,3.1,4.1,3.5,0.0,0.813421367
XLOC_006353,Kcnk5,1.3,2.9,2.0,1.3,2.2,1.3,-0.2,0.172188096
XLOC_006354,Kcnk16,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.26349743
XLOC_006355,Ecd,9.9,9.2,10.5,15.1,12.0,14.5,0.4,0.020273256
XLOC_006356,Dnajc9,6.6,11.2,12.3,22.0,17.4,19.2,0.9,0.107236171
XLOC_006357,Mrps16,17.6,27.1,29.7,40.4,35.3,27.8,0.5,0.321463417
XLOC_006358,Ttc18,0.2,0.2,0.2,0.1,0.1,0.1,-0.2,0.004111158
XLOC_006359,Anxa7,36.6,26.7,32.6,48.3,34.5,38.7,0.3,0.019147118
XLOC_006360,Mss51,0.4,0.2,0.6,0.4,0.2,0.4,-0.1,0.435361409
XLOC_006361,Ppp3cb,16.9,13.8,20.0,19.2,14.8,22.5,0.1,0.028187545
XLOC_006362,Usp54,21.0,11.0,10.3,4.7,5.6,6.4,-1.1,0.107427516
XLOC_006363,Myoz1,0.1,0.1,0.0,0.0,0.0,0.0,-0.1,0.203884432
XLOC_006364,Synpo2l,0.3,0.1,0.1,0.3,0.2,0.2,0.1,0.069414858
XLOC_006365,6230400D17Rik,1.5,0.9,1.4,0.6,1.2,1.3,-0.2,0.526683191
XLOC_006366,Ndst2,9.6,9.6,9.1,6.2,8.7,6.7,-0.4,0.099104805
XLOC_006367,Camk2g,12.9,12.8,18.0,9.7,12.0,12.2,-0.3,0.121795611
XLOC_006368,Ap3m1,12.0,8.6,14.5,15.7,10.8,16.6,0.3,0.031467072
XLOC_006369,Dupd1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_006370,Dusp13,0.0,0.2,0.1,0.1,0.0,0.0,-0.1,0.408303914
XLOC_006371,Comtd1,1.2,1.7,2.2,5.1,4.4,3.7,1.0,0.059099701
XLOC_006372,Zfp503,23.5,29.7,22.3,18.0,20.1,15.0,-0.5,0.014298817
XLOC_006373,4930405A10Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006374,Gm10248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422649731
XLOC_006375,Kcnma1,0.1,0.7,0.6,0.4,0.3,0.4,-0.1,0.637761482
XLOC_006376,Dlg5,13.3,11.6,13.0,14.3,14.9,15.1,0.2,0.089391979
XLOC_006377,Polr3a,6.9,5.7,5.7,5.9,5.8,5.6,-0.1,0.41712841
XLOC_006378,4930572O13Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006379,Ppifos,1.3,0.3,1.0,0.9,0.8,0.8,0.0,0.975759253
XLOC_006380,Zcchc24,9.6,11.2,10.9,9.1,6.9,7.9,-0.4,0.146095128
XLOC_006381,Plac9b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006382,Tmem254a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006383,Plac9b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
XLOC_006384,Tmem254a,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.422649731
XLOC_006385,Plac9b,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.422649731
XLOC_006386,Tmem254a,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.422649731
XLOC_006387,Slmap,23.4,16.9,19.9,22.3,15.4,22.5,0.0,0.954525775
XLOC_006388,"Mir7672,Pde12",8.4,7.7,6.3,9.9,7.6,7.2,0.1,0.237045434
XLOC_006389,Appl1,8.9,7.6,10.1,8.0,6.6,10.4,-0.1,0.264933004
XLOC_006390,Ccdc66,3.3,3.7,5.3,3.5,3.2,5.0,-0.1,0.457443628
XLOC_006391,Cacna2d3,0.2,0.7,0.8,0.6,0.6,0.5,0.1,0.840976246
XLOC_006392,Il17rb,0.4,0.1,0.1,0.0,0.0,0.1,-0.2,0.324941283
XLOC_006393,Cacna1d,3.7,3.8,2.6,1.9,1.0,2.1,-0.7,0.13901319
XLOC_006394,Prkcd,69.6,61.5,66.1,51.6,52.9,53.4,-0.3,0.036425001
XLOC_006395,Itih3,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.52794653
