"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"57","Oxidative phosphorylation",2.60034064462445e-06,0.000229904372002078,0.442524187423787,2.3062225596427,0,99,"UQCRQ;NDUFC2;COX5A;NDUFB9;NDUFA12;NDUFV2;COX6A2;ATP5G1;NDUFS7;ATP6V0E;ATP6V1D;SDHD;ATP5B;ATP6V1E1;ATP5J2;COX8A;ATP5H;COX7A2L;ATP6V1G1;ATP6AP1;COX6A1;PPA1;SDHA;NDUFC1;NDUFB11;ATP6V1B2;ATP5A1;ATP5J;UQCR11;NDUFA2;ATP5E;ATP5L;NDUFA1;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;COX17;SDHB;NDUFA6;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;ATP6V0B;ATP5G2;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;ATP5K;ATP6V0D1;NDUFS4;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;ATP6V1C1;UQCRC2;NDUFB7;NDUFB4;COX7B;ATP5D;UQCRC1;ATP6V0A1;NDUFB5;UQCRFS1;ATP6V1A;NDUFS8;NDUFA4;NDUFA11;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3;ATP6V0C;ATP6V1F"
"58","Oxytocin signaling pathway",7.52545485103362e-06,0.000229904372002078,0.429975788747915,2.13505538213948,2,77,"ACTG1;CACNA2D1;CACNA1D;ITPR2;CAMK2B;ADCY9;PPP1CB;PLCB1;PPP1R12A;ROCK1;GNAQ;RGS2;KRAS;FOS;CCND1;CACNB2;GNAS;ACTB;CALM3;JUN;PRKACB;CALM2;GNAO1;PRKAA1;RHOA;PPP3CA;PRKACA;ROCK2;GNAI1;CALM1;RAF1;EEF2;MYL6;EEF2K;PRKAB2;PRKCA;PPP3R1;NFATC3;PRKCB;CACNB3;MAPK1;GNAI2"
"59","PI3K-Akt signaling pathway",0.002880272254979,0.0154814633705121,0.269946243662842,1.52036473079944,1018,157,"EIF4EBP1;GHR;IL6RA;IGF1R;COL6A6;INS1;PIK3R1;PIK3R3;CREB3L2;G6PC2;JAK1;MCL1;CREB3;KRAS;GNG5;CCND1;GYS1;PRLR;DDIT4;HSP90AA1;GNB2;GNB1;AKT3;CDKN1B;ATF2;ITGA6;PDPK1;YWHAQ;ITGAV;MDM2;STK11;HSP90B1;GSK3B;MET;RPTOR;MAGI2;PPP2R5C;PRKAA1;TNR;PTEN;PPP2R5A;FOXO3;SPP1;VEGFA;BCL2L11;PHLPP1;INSR;YWHAB;PPP2R2A;PCK2;PPP2CA;CREB1;RAF1;PIK3CA;EIF4B;YWHAZ;PRKCA;SOS1;CHUK;YWHAE;HSP90AB1;CCND2;INS2;IKBKB;MAPK1;PKN2;SOS2;PDGFA;GNG12;CDKN1A;NTRK2"
"60","Parathyroid hormone synthesis, secretion and action",0.00110788620182521,0.00724942927716063,0.382788979666868,1.8035685074087,454,60,"ITPR2;ADCY9;CREB3L2;PLCB1;ARAF;BRAF;MEF2D;GNAQ;CREB3;FOS;GNAS;AKAP13;LRP6;ATF2;JUND;PRKACB;ARRB2;RHOA;PRKACA;MEF2A;GNAI1;CREB1;RAF1;MMP24;PRKCA;ARHGEF11;SP1;PRKCB;SLC9A3R1;MAPK1;GNAI2;EGR1;NACA;CDKN1A"
"61","Parkinson disease",3.9404932972209e-05,0.000658938045813051,0.362527113534395,1.90951105456849,14,105,"UQCRQ;CYCS;NDUFC2;COX5A;NDUFB9;NDUFA12;NDUFV2;VDAC2;COX6A2;ATP5G1;NDUFS7;PINK1;SDHD;ATP5B;PRKACB;COX8A;ATP5H;COX7A2L;UBA1;COX6A1;SDHA;NDUFC1;NDUFB11;ATP5A1;PRKACA;GNAI1;ATP5J;UQCR11;NDUFA2;ATP5E;NDUFA1;VDAC1;GNAI2;VDAC3;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;SDHB;NDUFA6;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UBB;UQCRB;COX7A2;SLC25A4;ATP5G2;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;NDUFS4;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;UQCRC2;SLC25A5;NDUFB7;NDUFB4;COX7B;ATP5D;UBE2J2;UQCRC1;NDUFB5;UBE2L3;UQCRFS1;PARK7;NDUFS8;NDUFA4;NDUFA11;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3"
"62","Phagosome",0.000302126118927827,0.00324785577847414,0.381215458271904,1.87750909704773,120,74,"DYNC2H1;ACTG1;SEC61G;DYNC1H1;TUBA1C;CALR;TUBB5;ATP6V0E;ACTB;TFRC;ATP6V1D;TUBB2A;TUBA1B;RAB7;ATP6V1E1;H2-D1;TUBB3;ITGAV;ATP6V1G1;ATP6AP1;SEC61B;LAMP2;H2-Q2;EEA1;ATP6V1B2;RAB5A;LAMP1;DYNC1I2;PIK3C3;RAB5B"
"63","Phosphatidylinositol signaling system",0.0115210817112481,0.0412838761319722,0.313219578639311,1.53370381921703,4624,72,"ITPR2;CDS1;PIK3R1;PIK3R3;PLCB1;ITPKB;IP6K2;CALM3;IP6K1;CALM2;DGKH;PIP4K2C;PIK3C2A;DGKZ;PTEN;CDS2;PI4KA;IMPAD1;MTMR6;CALM1;MTMR3;SYNJ1;DGKD;PIK3C3;PIK3CA;INPP5K;PPIP5K1;SACM1L;INPP4A;MTMR1;PRKCA;INPPL1;INPP5A;MTMR7;PRKCB;DGKE"
"64","Platelet activation",0.00622475428919937,0.0271543629137538,0.352811161471468,1.64342542633031,2571,57,"ACTG1;ITPR2;PIK3R1;PIK3R3;ADCY9;STIM1;PPP1CB;PLCB1;PPP1R12A;ROCK1;GNAQ;GNAS;ACTB;AKT3;TLN1;PRKACB;ARHGEF12;RHOA;PRKACA;PRKCI;ROCK2;MYL12B;GNAI1"
"65","Prolactin signaling pathway",0.00842261854612942,0.032924781589415,0.351430559283804,1.61695222410061,3498,54,"INS1;PIK3R1;PIK3R3;SHC1;SLC2A2;KRAS;FOS;CCND1;MAPK10;PRLR;SHC2;GCK;SOCS2;STAT5A;AKT3;GSK3B;FOXO3;MAPK9;STAT5B;SOCS4;RAF1;PIK3CA;CISH;SOS1;STAT3;CCND2;INS2;SOCS7;MAPK1;SOS2"
"66","Prostate cancer",0.00030041713658145,0.00324785577847414,0.394145959725816,1.89546073105789,121,66,"INSRR;IGF1R;INS1;PIK3R1;PIK3R3;CREB3L2;ARAF;BRAF;CREBBP;EP300;CREB3;KRAS;CCND1;HSP90AA1;FOXO1;AKT3;CDKN1B;PDPK1;GSTP1;MDM2;HSP90B1;GSK3B;PTEN;CREB1;RAF1;PIK3CA;ZEB1;SOS1;CHUK;HSP90AB1;INS2;IKBKB;SPINT1;MAPK1;SOS2;PDGFA;CDKN1A"
"67","Proteasome",7.05762788421726e-06,0.000229904372002078,0.535792359078191,2.32381714559665,2,42,"PSMB8;PSMB10;PSMA6;PSMB5;POMP;PSME4;PSMF1;PSMA3;SEM1;PSMA4;PSMC2;PSMA2;PSMB2;PSMB4;PSMB9;PSMD13;PSMD14;PSMB3;PSME2;PSMD1;PSMC6;PSME1;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;PSMD8;PSMB1;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4"
"68","Protein processing in endoplasmic reticulum",1.95133373660897e-05,0.000449167473311095,0.342236052211688,1.90829883688272,6,147,"ERO1L;UBQLN2;PDIA6;SSR2;SEC61G;ERLEC1;SEC31A;RRBP1;DNAJA1;HSPA5;CALR;MAPK10;SEC24D;DERL1;SEC24A;DNAJB11;HSP90AA1;SKP1A;VCP;UBXN6;DNAJC10;MOGS;DDOST;ERP29;DNAJA2;DAD1;EDEM3;HSP90B1;SEC61B;MAN1C1;UGGT2;SVIP;UBE2D2A;UGGT1;DNAJB2;SEC62;SEC63;OS9;LMAN2;ERO1LB;CUL1;SIL1;CKAP4;MAPK9;DNAJC5;YOD1;UBE4B;EIF2AK1;HYOU1;XBP1;MARCH6;EDEM2;RAD23B;TRAM1;HSP90AB1;CANX;P4HB;SSR1;DDIT3;RPN2;HSPA8;LMAN1;DNAJC3;MAN1A2;SEC61A1;SEC23B;SSR3;RPN1;STUB1;PDIA4;GANAB;STT3A;PRKCSH;EIF2S1;SSR4;SEC13;BAX;PREB;FBXO6;PPP1R15A;UFD1"
"69","Proteoglycans in cancer",0.00701583755010843,0.0297431986279245,0.288903715941214,1.52457097818903,2668,106,"ACTG1;DDX5;ITPR2;WNT4;IGF1R;PIK3R1;PIK3R3;CAMK2B;PPP1CB;ARAF;BRAF;ANK2;PPP1R12A;ROCK1;KRAS;PDCD4;CCND1;ACTB;CDC42;AKT3;FZD3;RDX;PDPK1;IQGAP1;PRKACB;MRAS;ITGAV;CD63;MDM2;MET;FRS2;ARHGEF12;RHOA;PRKACA;VEGFA;DROSHA;ROCK2;RAF1;PIK3CA;EIF4B;PRKCA;SOS1;STAT3;PRKCB;MAPK1;SOS2;CBL"
"70","Rap1 signaling pathway",0.00856503108151133,0.0330522353273706,0.28913003148286,1.51235712306286,3281,101,"ACTG1;IGF1R;INS1;PIK3R1;PIK3R3;RAPGEF4;ADCY9;PLCB1;RALA;BRAF;GNAQ;CDH1;KRAS;CNR1;GNAS;PARD3;ADORA2B;ACTB;CDC42;CALM3;AKT3;PFN1;TLN1;MRAS;CALM2;GNAO1;MET;MAGI2;RHOA;SIPA1L3;SKAP1;BCAR1;PRKCI;VEGFA;RAPGEF2;INSR;GNAI1;AFDN;CALM1;RAF1;SIPA1L1;PIK3CA;KRIT1;PRKCA;PRKD1;CRKL;INS2;PRKCB;MAPK1;PDGFA;GNAI2"
"71","Ras signaling pathway",0.00726623968782474,0.0299607965210308,0.2837474879903,1.50925049135461,2740,111,"IGF1R;INS1;PIK3R1;PIK3R3;SHC1;RALA;PLA2G2F;RALBP1;PAK3;KRAS;GNG5;MAPK10;SHC2;CDC42;CALM3;GNB2;NF1;GNB1;AKT3;PLA2G12A;KSR2;RASGRF1;PRKACB;MRAS;CALM2;SHOC2;MET;RHOA;RASA1;PRKACA;RAB5A;PAK2;VEGFA;MAPK9;INSR;PLA2G6;AFDN;CALM1;RAF1;RAB5B;PIK3CA;PRKCA;SOS1;CHUK;INS2;PRKCB;IKBKB;EXOC2;MAPK1;SOS2;PDGFA;GNG12;NTRK2;RAP1B"
"72","Regulation of lipolysis in adipocytes",0.0130994606237258,0.0453211223878329,0.453283647928555,1.69331561355317,5801,24,"IRS2;INS1;PIK3R1;PIK3R3;ADCY9;GNAS;PDE3B;AKT3;PRKACB;PRKACA;INSR;GNAI1;PIK3CA;INS2;GNAI2"
"73","Relaxin signaling pathway",0.000822078104826067,0.00603525633055235,0.373342241762108,1.80717892915191,332,68,"PIK3R1;PIK3R3;ADCY9;CREB3L2;SHC1;PLCB1;CREB3;KRAS;GNG5;FOS;MAPK10;GNAS;SHC2;JUN;GNB2;GNB1;AKT3;ATF2;PRKACB;GNAO1;ARRB2;PRKACA;VEGFA;MAPK9;GNAI1;CREB1;RAF1;PIK3CA;PRKCA;SOS1;MAPK1;SOS2;GNAI2;GNG12"
"74","Renin secretion",0.00180742008029912,0.0108806688834007,0.472510299812172,1.8951614281388,785,31,"CACNA1D;ITPR2;PLCB1;GNAQ;GNAS;CALM3;PDE3B;PRKACB;PDE1C;CALM2;PPP3CA;KCNMA1;PRKACA;GNAI1;CREB1;CALM1"
"75","Retrograde endocannabinoid signaling",0.00109245223990554,0.00724942927716063,0.349791385670773,1.74989340638474,432,80,"CACNA1D;ITPR2;CACNA1A;NDUFC2;ADCY9;PLCB1;GNAQ;NDUFB9;NDUFA12;GNG5;NDUFV2;GRIA2;CNR1;MAPK10;GABRB3;NDUFS7;GNB2;GNB1;PRKACB;GNAO1;NDUFC1;NDUFB11;PRKACA;MAPK9;GNAI1;NDUFA2;PRKCA;NDUFA1;PRKCB;MAPK1;GNAI2;NDUFA5;NDUFB10;NDUFB6;NDUFA8;GNG12;NDUFA6;NDUFAB1;NDUFA7"
"76","Salivary secretion",0.00388563302099939,0.0185646911003304,0.456727399753417,1.815776294306,1693,30,"ITPR2;ADCY9;PLCB1;GNAQ;ATP2B4;ATP2B2;GNAS;CALM3;CHRM3;PRKACB;CALM2;ATP2B1;KCNMA1;PRKACA;CALM1;PRKCA;CST3;PRKCB;ATP1A1;ATP1B1"
"77","Serotonergic synapse",0.00021352009224068,0.00247190568324787,0.454558062869432,2.01480776002792,89,46,"DDC;CACNA1D;ITPR2;CACNA1A;PLCB1;ARAF;BRAF;GNAQ;KRAS;GNG5;GABRB3;GNAS;GNB2;GNB1;MAOB;PRKACB;GNAO1;TRPC1;PRKACA;GNAI1;RAF1;PRKCA;PRKCB;MAPK1;GNAI2;GNG12"
"78","Steroid biosynthesis",0.00909084210487534,0.0342042934195935,-0.57799844354465,-1.77920127335844,4934,14,"LIPA;FDFT1;CYP51;HSD17B7;CEL;NSDHL;LSS;SC5D;DHCR7"
"79","Taste transduction",0.00992850944617946,0.036444894430488,0.539493783001791,1.78496907279546,4507,16,"SCNN1B;SCN9A;CACNA1A;SCN3A;CHRM3;PRKACB;PDE1C;PRKACA;GABBR2"
"80","Thermogenesis",0.00327550996994103,0.0161627623106926,0.263610515364983,1.49981279944644,1141,168,"KDM1A;ACTG1;ZFP516;SMARCC2;UQCRQ;NDUFC2;ADCY9;CREB3L2;SMARCA4;ARID1A;CREB3;COX5A;NDUFB9;NDUFA12;KRAS;NDUFV2;CNR1;COX6A2;ATP5G1;NDUFS7;GNAS;ACTB;ATF2;ARID1B;SDHD;ATP5B;ATP5J2;PRKACB;COX8A;ATP5H;COX7A2L;COX6A1;SDHA;NDUFC1;NDUFB11;RPTOR;SMARCC1;PRKAA1;FRS2;ATP5A1;PRKACA;SMARCD1;SMARCA2;KDM3B;ATP5J;UQCR11;CREB1;NDUFA2;ATP5E;PRKAB2;ATP5L;NDUFA1;SOS1;CPT1C;SOS2;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;COX17;COX14;SDHB;NDUFA6;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;ATP5G2;NDUFAF3;NDUFS3;NDUFV3;RHEB;CYC1;NDUFAF4;NDUFAF2;COX7C;NDUFA10;COX19;ATP5K;NDUFS4;COX18;HRAS"
"81","Thyroid hormone synthesis",2.08915103865626e-05,0.000449167473311095,0.547742872090327,2.26826733895598,8,35,"ITPR2;ADCY9;CREB3L2;PLCB1;GNAQ;GPX1;CREB3;HSPA5;SERPINA7;GNAS;ATF2;TTR;PRKACB;HSP90B1;PRKACA;GPX2;CREB1;PRKCA;CANX;PRKCB;ATP1A1;ATP1B1"
"82","Type II diabetes mellitus",0.00229682223010611,0.0132827276726714,0.46110080028284,1.86567695047274,996,32,"CACNA1D;IRS2;CACNA1A;INS1;PIK3R1;PIK3R3;SLC2A2;ABCC8;MAPK10;PRKCE;GCK;SOCS2;PDX1;PKM;MAPK9;INSR;SOCS4;PIK3CA;INS2;IKBKB;MAPK1"
"83","Tyrosine metabolism",0.0110939648654265,0.040232330415583,0.523063200372589,1.76314146256454,5017,17,"MIF;DDC;ADH1;DCT;COMT;GOT1;MAOB;AOX1;GSTZ1"
"84","Vascular smooth muscle contraction",0.000101445599797109,0.00138796025176953,0.437888979440767,2.03162731843382,41,56,"CACNA1D;ITPR2;ADCY9;PPP1CB;PLCB1;ARAF;KCNMB2;BRAF;PPP1R12A;PLA2G2F;ROCK1;GNAQ;GNAS;PRKCE;ADORA2B;CALM3;PLA2G12A;PRKACB;CALM2;ARHGEF12;RHOA;KCNMA1;PRKACA;ROCK2;PLA2G6;CALM1;RAF1;MYL6;PRKCA;ARHGEF11;PRKCB;MAPK1"
"85","Vasopressin-regulated water reabsorption",0.000498967414655782,0.00484481263907711,0.494487748290756,2.01708569641111,215,33,"DYNC2H1;ADCY9;CREB3L2;DYNC1H1;CREB3;GNAS;PRKACB;DYNLL1;PRKACA;RAB5A;RAB11B;NSF;CREB1;DYNC1I2;DCTN1;DCTN4;RAB5B;DCTN5;DYNLL2;AQP4"
"86","Wnt signaling pathway",0.00121789445756952,0.00779970705805159,0.346017166285587,1.73526617787436,481,81,"WNT4;CXXC4;CAMK2B;CSNK1A1;PLCB1;GPC4;TBL1X;CREBBP;EP300;CSNK2B;CCND1;MAPK10;CTNNBIP1;CHD8;JUN;LRP6;BTRC;FZD3;SKP1A;PRKACB;DAAM1;GSK3B;CSNK2A2;BAMBI;SMAD4;RHOA;PPP3CA;CUL1;PRKACA;CSNK2A1;ROCK2;MAPK9;CSNK1E;APC;PRICKLE1;PRKCA;PPP3R1;NLK;NFATC3;CCND2;PRKCB;AXIN1;MAP3K7"
"87","cAMP signaling pathway",1.03230601679562e-05,0.000259638317785225,0.398801529819948,2.05878395511917,3,94,"GLP1R;CACNA1D;PIK3R1;PIK3R3;RAPGEF4;CAMK2B;ADCY9;CREB3L2;PPP1CB;BRAF;PPP1R12A;GIPR;ROCK1;CREBBP;EP300;ATP2B4;ATP2B2;CREB3;GRIA2;FOS;MAPK10;GNAS;ATP2A2;CALM3;JUN;PDE3B;AKT3;PRKACB;CALM2;ATP2B1;ACOX1;RHOA;PRKACA;GABBR2;ROCK2;MAPK9;GNAI1;AFDN;CREB1;CALM1;RAF1;PIK3CA"
"88","cGMP-PKG signaling pathway",2.54315738075135e-06,0.000229904372002078,0.470038274413446,2.38020594049205,0,85,"ATP2A3;CACNA1D;IRS2;ITPR2;INS1;ADCY9;CREB3L2;PDE5A;PPP1CB;PLCB1;KCNMB2;MEF2D;PPP1R12A;GTF2I;ROCK1;GNAQ;ATP2B4;ATP2B2;CREB3;RGS2;VDAC2;ATP2A2;PRKCE;SLC8A1;CALM3;PDE3B;AKT3;ATF2;CALM2;ATP2B1;RHOA;PPP3CA;KCNMA1;MEF2A;ADRA2A;ROCK2;INSR;GNAI1;CREB1;CALM1;RAF1;PPP3R1;NFATC3;INS2;ATP1A1;ATP1B1;MAPK1;VDAC1;GNAI2;VDAC3"
"89","mTOR signaling pathway",0.00250628531405663,0.0137162159914735,0.3093314106259,1.62102438107744,958,102,"EIF4EBP1;WNT4;IGF1R;INS1;PIK3R1;PIK3R3;LPIN1;DEPTOR;BRAF;CASTOR2;KRAS;RICTOR;DDIT4;LRP6;AKT3;ATP6V1D;CLIP1;FZD3;PDPK1;ATP6V1E1;RRAGC;ATP6V1G1;STK11;GSK3B;FNIP2;RPTOR;PRKAA1;ATP6V1B2;RHOA;PTEN;INSR;RAF1;ULK1;PIK3CA;EIF4B;FNIP1;PRKCA;CAB39L;SOS1;CHUK;SLC38A9;INS2;PRKCB;IKBKB;MAPK1;SOS2;SLC3A2;LAMTOR1;LAMTOR4;LAMTOR5;LAMTOR3;SEC13;NPRL2;MAP2K2;RHEB;RRAGD"
"90","ATM-dependent DNA damage response",0.000105336994591903,0.00452639262055206,0.451550094513639,2.04182137814205,43,50,"LDLR;WNT4;SHC1;ATM;CCND1;MAPK10;SOD2;PDK1;CDC42;JUN;CDKN1B;MDM2;GSK3B;MAP3K4;PPP2R5C;SMAD4;RHOA;PTEN;FOXO3;BCL2L11;MAPK9;INSR;PCK2;APC;MAP3K1;HMGB1;SOS1;CCND2;AXIN1;MAP3K7;SCP2;MAPK1;SOS2"
"91","Activation of NF-kappaB in B cells",5.85408688440618e-05,0.00316771145856201,0.435805334146249,2.05418065372315,23,60,"PSMB8;PSMB10;PSMA6;PSMB5;BTRC;PSME4;CUL1;UBC;MALT1;CHUK;PSMF1;PRKCB;IKBKB;MAP3K7;PSMA3;PSMA4;PSMC2;PSMA2;PSMB2;UBB;PSMB4;PSMB9;PSMD13;PSMD14;PSMB3;PSME2;PSMD1;PSMC6;PSME1;NFKBIB;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;PSMD8;PSMB1;UBA52;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4;NFKB1"
"92","Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.000473997528922835,0.0128242664769678,0.566202988150438,2.09022554078278,210,23,"EIF4EBP1;EIF3A;EIF1AX;EIF4G1;EIF4A1;EIF5;EIF3F;EIF3E;EIF4B;EIF2S2;EIF2S1;EIF3G;FAU;EIF3H;EIF4H;EIF3C;EIF3D;EIF4E;EIF3K;PABPC1;EIF4A2;EIF3I;EIF3B"
"93","Adipogenesis",0.000843245381933282,0.0178548043913699,0.370982875878117,1.79656055379493,340,68,"MIF;NCOR1;IRS2;FRZB;TRIB3;BMP1;LPIN1;LPIN2;MEF2D;NR3C1;RORA;NAMPT;LPL;CEBPD;PRLR;SREBF1;FOXO1;STAT5A;KLF7;NCOA2;MEF2A;PCK2;STAT5B;NCOR2;CREB1;MBNL1;LIFR;NCOA1;CELF1;CNTFR;ZMPSTE24;NR1H3"
"94","Alpha-V beta-3 integrin/OPN pathway",9.23779203251703e-05,0.00449880471983579,0.589909921049689,2.20459979845569,40,24,"PIK3R1;GSN;FOS;CDC42;JUN;ITGAV;RHOA;SPP1;BCAR1;ROCK2;PIK3CA;MAP3K1;PTK2B;CHUK;MAPK1"
"95","Alzheimer's disease",0.000619060548465925,0.014827007562438,0.307975620692113,1.67801195309578,227,127,"ATP2A3;CACNA1D;ITPR2;UQCRQ;CYCS;GAPDH;NDUFC2;PLCB1;GNAQ;COX5A;NDUFB9;NDUFV2;LPL;COX6A2;ATP5G1;NDUFS7;CDK5R1;ATP2A2;CALM3;SDHD;ATP5B;COX8A;ATP5H;COX7A2L;CALM2;COX6A1;SDHA;GSK3B;NDUFC1;PPP3CA;ATP5A1;ATP5J;UQCR11;BACE2;CALM1;NDUFA2;ATP5E;NDUFA1;PPP3R1;MAPK1;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;SDHB;NDUFA6;PSENEN;ATP5C1;NCSTN;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;ATP5G2;NDUFS3;NDUFV3;NAE1;CYC1;COX7C;NDUFA10;ADAM10;NDUFS4;TNFRSF1A;ERN1;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;UQCRC2;NDUFB7;NDUFB4;COX7B;ATP5D"
"96","Antigen processing: cross presentation",3.15873621393877e-05,0.00209768800389298,0.452219859653314,2.11533222550134,12,58,"SEC61G;PSMB8;LNPEP;PSMB10;PSMA6;CALR;PSMB5;TAPBP;ITGAV;SEC61B;PSME4;UBC;PSMF1;SEC61A1;PSMA3;PSMA4;PSMC2;PSMA2;PSMB2;UBB;PSMB4;PSMB9;PSMD13;PSMD14;PSMB3;PSME2;PSMD1;PSMC6;PSME1;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;TAP2;PSMD8;PSMB1;UBA52;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4;PDIA3"
"97","Antigen-activated B-cell receptor generation of second messengers",0.000109329251707936,0.00456371533557985,0.338153407684854,1.81156067955285,40,115,"MAPK15;NFAT5;ITPR2;PIK3R1;PIK3R3;CAMK2B;SHC1;STIM1;BRAF;MEF2D;GTF2I;KRAS;FOS;MAPK10;SHC2;PRKCE;FOXO1;CDC42;CALM3;JUN;MAPK6;AKT3;ATF2;PDPK1;CALM2;GSK3B;SH3KBP1;TRPC1;PPP3CA;PTEN;RASA1;PRKCI;CSNK2A1;MAPK9;CREB1;CALM1;RAF1;PIK3CA;MAP3K1;BCR;PRKCA;PPP3R1;MALT1;SOS1;NFATC3;CHUK;CRKL;REV3L;PRKCB;IKBKB;MAP3K7;MAPK1;SOS2;CBL"
"98","Apoptosis regulation",0.000127105490223877,0.00515836447825233,0.422706289322451,1.99964983896469,51,61,"DAPK1;ATM;PSMB8;PSMB10;PSMA6;PSMB5;POMP;CDKN1B;MAGED1;MDM2;PSME4;PAK2;APPL1;UBC;PSMF1;PSMA3;CDKN1A;PSMA4;PSMC2;PSMA2;PSMB2;UBB;PSMB4;PSMB9;PSMD13;PSMD14;PSMB3;PSME2;PSMD1;PSMC6;PSME1;PSMA1;PSMC5;PSMB7;PSMA5;PSMD7;PSMA7;PSMD6;PSMB6;PSMD8;PSMB1;UBA52;PSMD11;PSMD2;PSMD3;PSMC4;PSMD12;PSMD4"
"99","Axon guidance",0.000230015618344455,0.00800125758098213,0.298716680412958,1.68864241443417,80,160,"DNM3;NFAT5;SPTBN1;CACNA1D;SCN9A;COL6A6;ROBO2;NFASC;MYH9;NCAM1;PRNP;ANK2;TRIO;ROCK1;PAK3;KRAS;MYO10;SCN3A;CSNK2B;DCX;PLXNB1;CACNB2;CDK5R1;RHOB;CNTN1;HSP90AA1;ROBO1;CDC42;RDX;PFN1;TLN1;SIAH2;ITGAV;GSK3B;CSNK2A2;MET;CLTC;ENAH;SRGAP1;ARHGEF12;EVL;DPYSL2;TRPC1;RHOA;PPP3CA;RASA1;PAK2;DLG4;NRTN;CSNK2A1;ROCK2;MYL12B;GNAI1;YWHAB;SPTAN1;CREB1;RAF1;SH3GL2;SEMA4B;MYL6;NCK2;CLASP2;ARHGEF11;PPP3R1;SOS1;NFATC3;HSP90AB1;TRPC4;RANBP9;CACNB3;MAPK1;SOS2;WASL;GNAI2;CLTA"
"100","BDNF signaling pathway",1.68558264973593e-05,0.00141749112248886,0.331084850092461,1.85692847582271,5,152,"PCLO;CLIC1;SFPQ;TMOD1;INSIG1;NR1D2;LRBA;CDH2;MYH9;PLEKHA6;BTG2;ITPKB;DDX17;MAST4;S100A10;PNISR;P4HA2;HNRNPH1;ID2;DUSP5;RGS2;FNDC3A;P4HA1;TXNIP;DNAJA1;DCX;HSPA5;CALR;FOS;HBP1;LDB1;RHOB;SEC24A;VSNL1;H1FX;KLF10;ADNP;JUN;MARCKS;PROX1;TMED9;ATP6AP1;ATP2B1;FOXN3;NUAK1;TFDP2;FOXO3;SPP1;VEGFA;BCL2L11;ICA1;SRSF5;CD200;PRPF19;GFPT1;B4GALT6;PDXK;EIF4B;ZEB1;BTG1;HYOU1;XBP1;NUMA1;FEM1B;SSR1;DDIT3;HSPA8;CHGB;NUCB2;EGR1;HSPB1;CDKN1A;CLU;PDIA4;PSMB4;POLR2C;NR4A2;BAX;SEC22B"
"101","BMAL1-CLOCK/NPAS2 activates circadian expression",0.0014708065455459,0.0286513115072341,0.489420292863905,1.92821586542911,643,29,"NCOR1;CRY2;BHLHE41;DBP;CHD9;TBL1X;CREBBP;NR3C1;EP300;PER1;RORA;NAMPT;CLOCK;BHLHE40;NCOA6;NR1D1;NCOA2"
"102","Calcium regulation in the cardiac cell",1.00800100800101e-05,0.00105916767254972,0.418492346062762,2.0903695126544,3,79,"ATP2A3;CACNA1D;ITPR2;CACNA1A;CAMK2B;ADCY9;PRKAR1B;PKIB;GNAQ;ATP2B2;RGS2;GNG5;CALR;RGS11;GNAS;ATP2A2;PRKCE;SLC8A1;GRK5;KCNB1;CALM3;GNB2;GNB1;CHRM3;YWHAQ;PRKACB;CALM2;GNAO1;ARRB2;ATP2B1;GJD2;GNAZ;PRKACA;GNAI1;YWHAB;CALM1;PKIG;YWHAZ;PRKAR1A;FKBP1A;PRKCA;PRKD1;YWHAE;PRKCB;CACNB3;ATP1B1;GNAI2"
