pathway,pval,padj,log2err,ES,NES,size,leadingEdge
MP:0005463 abnormal CD4-positive, alpha-beta T cell physiology,0.000384097863688451,0.0224459886409397,0.49849310876659,0.453043484538621,2.11296961380412,34,H2-DMA;FCER1G;RRAS2;IL6RA;TRIM30A;FYN;PLXNA1;GADD45B;CD59A;PPIA;CD44;PTPN13;BHLHE40;H2-AB1;REL;CD69;CD83;PRKCQ;STK4
MP:0000505 decreased digestive secretion,1.71411314651805e-05,0.00356604099001616,0.575610261071129,0.952523789822094,2.11108856335854,4,CPE;PRKG2;SYTL2;PTGS1
MP:0014134 abnormal embryo morphology,0.000380341313866207,0.0224459886409397,0.49849310876659,-0.737056807884949,-2.10973773105744,9,BRPF1;TMEM41B;CDK20;CASC3;KATNB1;UPF3A
MP:0003076 increased susceptibility to ischemic brain injury,0.000698648954744096,0.0315971583793395,0.477270815362862,0.565731592589906,2.10701775069855,16,GSN;MALAT1;HSPA1B;GPX1;NDRG4;NOTCH3;NFE2L2;ENTPD1;AKT1S1
MP:0004132 absent embryonic cilia,0.00057869554345539,0.0287984466998789,0.477270815362862,-0.603065509139329,-2.10079920620722,15,IFT57;IFT88;TRAF3IP1;IFT172;CLUAP1;TTBK2;TCTN1;C2CD3;2700049A03RIK;KIF3A;WDR35;TMEM67;IFT46;KIF3B
MP:0006144 increased systemic arterial systolic blood pressure,0.000436582651716065,0.0246811562127745,0.49849310876659,0.450249357605168,2.09993796119463,34,NPR1;NCALD;ADORA2B;COL3A1;HNRNPA1;ARHGAP42;TGFB1;FSTL3;CD47;RAMP1;RAMP2;CTSA;KRAS;AGTR1A;AGTRAP;CLMP;NR3C1;WNK1
MP:0008058 abnormal DNA repair,0.000243731669415089,0.0171303839544308,0.518848077743792,-0.468781846560613,-2.09915356930642,36,POLK;APLF;XRCC4;FANCF;PMS2;PRKDC;OGG1;ERCC4;ALKBH2;LIG4;ERCC2;ERCC1;RIF1;APTX;MUS81;SIRT1;UIMC1;CTC1;ATM;DKC1;ERCC8;PAXIP1
MP:0008596 increased circulating interleukin-6 level,0.000187940254097359,0.0152730822118807,0.518848077743792,0.421456864211454,2.093398958893,43,PROCR;LAT2;PTPN6;THBD;CAV1;LYN;CTSC;ADORA2B;USP18;TNFAIP8;PSMB10;NFE2L2;FOS;STK38;WWP2;RAMP1
MP:0003089 decreased skin tensile strength,0.00104267912434431,0.0418178079383758,0.45505986738723,0.533857993236068,2.08631646373594,19,DCN;COL5A2;COL1A1;LAMC2;THBS2;COL5A1;COL14A1;PPIB;MIA3;P3H3;LUM;DSE;P3H4;SCD1
MP:0002551 abnormal blood coagulation,0.000688923000791878,0.031430601115075,0.477270815362862,0.436752453220903,2.078010066449,36,PROCR;EMILIN2;THBD;C3;GAS6;ZFP385A;MFAP2;PTGS1;VKORC1;PRDX6;DTNBP1;MYH9
MP:0008553 increased circulating tumor necrosis factor level,0.000512862450055983,0.0266250918088523,0.477270815362862,0.430717200187832,2.07434069022952,38,IL18;LAT2;THBD;CAV1;NFKBIA;PSMB10;NFE2L2;FOS;CD44;STK38;WWP2;RAMP1;HNRNPD
MP:0003871 abnormal myelin sheath morphology,0.000658839039799492,0.0305948379106889,0.477270815362862,0.452687387023333,2.07413121926005,32,GPM6B;GAN;PMP22;MBP;NFE2L2;MPZ;PLP1;GABBR1;QK;LAMA4;TLR4;LPIN1;NRD1;ABCA2;DST;ZFP24;FIG4;HSPG2;CANX
MP:0000195 decreased circulating calcium level,0.000616717416815059,0.0294113857016098,0.477270815362862,0.420745440743546,2.07210742390086,40,DBN1;LRRFIP1;FRYL;CD200;ATP2B1;CLK1;PPP2R3A;PPP3CA;CYB561;KCTD9;WWOX;ARHGAP22;BNIP2;SLC38A10;MGAT2
MP:0003312 abnormal locomotor coordination,0.000949590116507743,0.0388883322516281,0.477270815362862,0.508509764130233,2.0718564975286,22,EPHA4;PDGFRA;ITPR1;UCHL1;FIGN;MPZ;PLP1;CDC42EP4;NTN1;PLCB4;INPP4A;HSPG2;THRA
MP:0008647 increased circulating interleukin-12b level,0.000397114567843313,0.0226966249159678,0.49849310876659,-0.754652834895233,-2.06992316853679,8,SMCR8;WDR41;IGTP;PIP4K2C
MP:0003436 decreased susceptibility to induced arthritis,0.000622044304398593,0.0294113857016098,0.477270815362862,0.476945964133671,2.05977383333868,27,TYROBP;CTSS;PLAU;C3;ZFP36;PTGS1;ADAMTS5;CD44;CFB;TLR4;CDKN1A;DUSP2;CD69;PIK3CD;PTGER4;IL1R1
MP:0011086 postnatal lethality, incomplete penetrance,3.66591346825699e-09,6.35547198280153e-06,0.774939030136436,0.281518455473051,2.05668707160853,358,IKZF1;SMPD3;SPRY1;SPRY4;BASP1;ZFP385A;MBNL2;PDGFRA;ACKR3;CHD7;HEG1;LAMA2;ITPR1;MEOX2;FLNA;SORBS2;MYH11;JAM3;CTSL;COL5A2;NEXN;WWTR1;FRYL;LBR;COL1A1;B4GALT1;PTS;GAP43;CUX1;CSF1;SYNE1;SLC20A1;EGFR;COL3A1;RUNX1;NRP2;KLF3;NR2F2;ATOX1;FIGN;EPAS1;TGFB1;ZFHX3;SMTN;FLRT2;EZR;NEK7;EHD1;BCL2;PSIP1;WDR1;PPM1L;GPI1;RND3;MEG3;PDGFA;VAMP8;SLC12A2;CDON;HOPX;GAB1;ITGA8;ACE;PPIA;FUT8;STUB1;GABBR1;EGR2;HIP1;KMT2E;MMP14;SNX5;QK;PTPRS;PPIB;MYH10;ABL1;GNAI2;ELK3;EBF2;SULF2;ANP32B;TAB2;TBX5;NME1;YWHAZ;CPEB4;SMARCA4;PDE4D;CTCF;PDLIM7;MEF2A;ADAM17;MGAT2;ABCA1;NISCH;ROCK1;NGF;ZEB1;ERRFI1;KITL;STRBP;CPEB2;LPIN1;PLCB4;PRKACA;NRD1;ACADM;TBX3;ZSWIM6;RB1;MAGOH;MAP1B;KAT6B;BSG;LPAR1;PKD2;AMOTL1;RORA;LMAN1;NFIA;NFIB;FLNB;CANX;CLMP;AKNA;GJA1;ETS1;SPRY2;LRPAP1;TNFAIP3;LEFTY1;ATF5;PURA;IGF2R;RUNX1T1;KIRREL;IL6ST;SERP1;CEBPB;COL4A1;RET;MAF;FAM20A;GPRC5B;PEPD;PIK3R1;IGF1
MP:0000465 gastrointestinal hemorrhage,0.00128636517866763,0.0483390119835791,0.45505986738723,0.549806633485379,2.04770663576015,16,IL18;ZFP385A;ZFP36L2;CTNNB1;MGAT2;NFATC1;KITL;CXCR4;ACVRL1;FES;IL6ST;ITGAV;ITGB3
MP:0001876 decreased inflammatory response,0.00129338314228272,0.0483390119835791,0.45505986738723,0.417553835364725,2.04445652632828,39,FCER1G;NDRG2;F2R;PLAU;PYCARD;GSN;MMP2;ZFP36;PTGS1;AOC3;NEK7;IL33;IL17RC;LOXL2;KIF1C
MP:0005100 abnormal choroid pigmentation,0.000558247692891321,0.028188798550755,0.477270815362862,-0.743377826469932,-2.03899715847519,8,HPS5;BLOC1S4;VPS33A;LYST;HPS4
MP:0008554 decreased circulating tumor necrosis factor level,0.00115573030712344,0.0448578606518584,0.45505986738723,0.44875213707076,2.03601467295635,31,THBD;C3;ENPP2;IL6RA;IRF5;ARID5A;IRAK2;LACC1;MAPKAPK2;CD44;FOXO1;CLIC4;ADAM17;MIF
MP:0002495 increased IgA level,0.00117163071094008,0.0451381579822175,0.45505986738723,0.422860014180415,2.01191168975812,36,PTPRC;PTPN6;LYN;PYCARD;CD81;B4GALT1;IL13RA1;NFKBIA;PRKCD;JAK1;GNAI2;MAN2A1;OTUD7B;NFATC1;EFS
MP:0001828 abnormal T cell activation,0.000517041775176713,0.0266250918088523,0.477270815362862,0.401904701290901,1.99628231190571,43,PTPRC;CORO1A;LAPTM5;CD48;FYN;H2-D1;NFKBIA;CBL;PSMB10;IRAK3;FOXO3;BHLHE40;IL15RA;PFDN1;AHNAK;NEDD4;SLFN2;TBC1D10C;PTGER4;ETS1;IL6ST;BCL10;PRKCQ;DBNL
MP:0009763 increased sensitivity to induced morbidity/mortality,6.61189903494849e-05,0.00747575801755807,0.538434096309916,0.335735992424522,1.9804517122014,95,RAC2;THBD;CAV1;ENPP1;C3;GPX3;LGALS3;SGCD;ADORA2B;TGM2;ADH7;NRP2;HSPA1B;ATP2A2;YWHAQ;NOTCH3;SOD3;LASP1;HSPB8;CD44;TNXB;STK38;LAMA4;MAP3K1;ADAM17;VCL;SERPINE1;KCP;CDKN1A;CLCN3;ABCA2;RB1;VIM;MICU2;TIMP3;HCST;ALDH2;LTB;PROS1;TXNIP;RALBP1;TNFAIP3;IFNGR1;IRF8;PENK;EIF2AK2;ANGPTL4;TLR2;TNFRSF1A;ADH1;PON3;NFKB2;HMOX2;CACNA1A
MP:0010377 abnormal gut flora balance,0.00064471558448698,0.0302087004947458,0.477270815362862,0.883359744591643,1.95779955741268,4,IKZF1;IL18;PYCARD
MP:0030137 abnormal upper incisor morphology,0.000768498548820842,0.0335879071631697,0.477270815362862,0.875051717004551,1.93938638788286,4,NFIC;CDON;MMP14;PTCH1
MP:0000438 abnormal cranium morphology,0.000220519032170186,0.0164641532603752,0.518848077743792,0.327767720533658,1.92248704113226,92,BMP7;COL18A1;ANXA1;ANK;NXN;LAMA2;MMP2;PRKG2;SLC4A4;JAM3;DDR2;COL1A1;DAAM2;EDNRA;LMNA;PSIP1;EML1;LTBP1;CYB561;CTNNB1;AGAP1;MMP14;DUSP6;MYH10;PTCH1;KRAS;PRRX1;CTNNBIP1;SLC38A10;CDC42;NISCH;DDR1
MP:0006133 calcified artery,0.00112994014421682,0.0445213537126642,0.45505986738723,0.866026975660126,1.91938475806211,4,MGP;ENPP1;FBN1;FAM20A
MP:0002169 no abnormal phenotype detected,2.49324720456631e-14,1.29673787109494e-10,0.97599468306432,0.237888813893845,1.91848261459974,954,DMD;CD52;PTPRC;ALDH1A3;BMP7;MATN2;PROCR;ATP1A2;RORB;EFEMP1;EDN1;DPEP1;TMSB4X;SPRY1;FN1;PPP1R15A;SEMA5A;TEK;SAMHD1;THBD;ADAM33;CSPG4;CD248;IL1RL2;BOC;OLFML3;MEF2C;RGS2;EPHA4;C3;ENPP2;ZFP385A;EVL;PDGFRA;PRRX2;TBC1D1;ETV1;IL6RA;DCN;PCOLCE2;ACTB;IRF5;SEPT9;PLXND1;LBH;MMP2;PLPP3;PKP4;TAGLN;FLNA;SORBS2;ALDH1A1;ZYX;FAP;EMP1;MALAT1;SHISA4;COL5A2;BCAM;SMOX;TIMP2;ANXA5;AXL;H2AFY;STMN1;UGDH;TBX2;COL1A1;PTPRJ;H3F3A;ADGRE5;COL1A2;MCL1;SLC48A1;SLC44A2;INHBA;SMURF1;SLC20A1;TMEM100;S100B;SEC24D;EDNRA;ITGB1;TPM1;LRP1;ADAMTS5;HES1;CBX5;MYLK;PLEKHB1;RUNX1;TRA2B;APLP2;LY6A;NFKBIA;SMURF2;OSR2;ETL4;KLF3;JAG1;PDE3A;LMNA;LIMS2;PRDX6;ZFHX3;B3GALNT1;TRIB2;DAZAP2;SERPINB6A;SMTN;DISP1;CRIM1;EHD1;LAMC1;NR4A1;ST3GAL1;PSIP1;ABLIM1;CBX6;COL5A1;GALNT1;THY1;SAT1;MRAS;CCDC80;KLF4;TGFBR2;ABR;HEYL;NDN;TLN2;RBPJ;NUMBL;SIVA1;CTNNB1;AGPAT4;RGS7BP;NOTCH3;FGF1;ST6GAL1;SOD3;PKDCC;SEPT6;FHL2;H3F3B;JUN;SUMO3;DMPK;REEP5;POU3F1;NAB1;EGFL8;ITPR3;ST3GAL2;TCF7L1;ANP32E;HIC1;HIP1;EPB41L3;PIP4K2A;FOS;MMP14;SEMA3B;S1PR3;ADAMTS2;EPB41L2;CTNNAL1;KCNQ1OT1;MYH9;JAK1;MAPKAPK2;CD44;AR;EPB41L1;IL17RC;FOXO1;TGFB3;GSK3B;PKM;ID3;KALRN;NOTCH1;SFRP2;EXT1;MYH10;FSTL1;DNM1;VAMP2;EHD3;ABL1;CAPZA2;GNAI2;LDHA;SULF1;EBF2;PTCH1;SRSF3;HIP1R;MSN;FOXC1;SLC25A4;VEGFA;KRAS;TBX5;NAGK;SCPEP1;MKRN1;S100A4;RALY;DLC1;SIN3B;PPP2CA;NINJ1;PRKAR1A;SUMO2;LMBR1;ID2;VCAN;WNT5A;MRFAP1;SMARCA4;OSR1;ALDH7A1;COQ7;LMO1;EIF5A2;EPHB6;PTPN11;MEF2A;ADAM17;MIF;CASP12;PLEC;RNF7;PROKR1;KIF1C;FGFR1;CDC42;MCC;GNA12;SNTB2;EFEMP2;DYNLL1;PSMD4;OGDH;ADD3;SOX4;NGF;HINT1;DAG1;CHRD;GRINA;ADAM9;ETS2;PPP2CB;SUN2;TLR4;ODC1;CORO1C;ERRFI1;MAPK12;SH3GL1;NAF1;FZD8;HSPB1;KCP;PPP5C;MAP2K2;EPRS;ATP8A1;SIRT2;CENPB;SYT11;AGRN;TBX3;ADAM10;MAP4;TEAD1;RB1;BECN1;MAGOH;EPN2;KTN1;TJP1;TPI1;B4GALT6;KAT6B;DTNB;DAZAP1;ILK;RAB3IP;TRIM33;PRKAR2A;MAGI2;PBX2;CHD1;ADCY9;CEP290;AHNAK;IL2RG;NFIX;H2-AB1;APP;PIM1;LAMP1;MXRA8;GABARAP;ITGB5;REL;PKD2;NPDC1;CD2;AMOTL1;PTPRCAP
MP:0002578 impaired ability to fire action potentials,0.00115067241452616,0.0448578606518584,0.45505986738723,0.864811750103434,1.91669144079062,4,KCNA2;ETV1;CACNA1G;ANK3
MP:0005348 increased T cell proliferation,0.000915814490385625,0.0381599052077775,0.477270815362862,0.370859014904953,1.91384711139972,53,IKZF1;LAPTM5;LAT2;TRIM30A;GADD45B;NFKBIA;ELF4;CD59A;MBP;MXI1;CBLB;GNAI2;CDKN1B;FOXO3;IL15RA;CDKN1A;SESN1;CD74;STK17B;RHOH;SELL;TBC1D10C;TSPAN32;TXNIP;RASSF5
MP:0000730 increased satellite cell number,0.00121286928402078,0.046044767490453,0.45505986738723,0.863187389136012,1.91309135237526,4,DMD;CAV2;DUSP6
MP:0002083 premature death,4.48507212779035e-10,1.16634300683188e-06,0.814035837847908,0.247295454222066,1.90437408002405,562,PTPRC;IKZF1;BMP7;PTPN6;NPR1;EFEMP1;H2-DMA;KCNA2;NDRG2;SPRY1;FN1;NCF2;MGP;CAV1;PLAU;LYN;ENPP1;CMAH;COL4A4;PDGFRA;ANK;ETV1;ACKR3;TENM3;CHD7;FBN1;GSN;ACTB;LAMA2;ITPR1;UCHL1;GAN;BICC1;SLC9A3R1;FLNA;CHCHD10;MYH11;SGCD;ZFP36;WWTR1;C1GALT1;FRYL;LBR;CNP;COL1A1;B4GALT1;PTS;USP18;GAP43;CUX1;CSF1;TGM2;INHBA;EGFR;PTEN;COL3A1;NFIC;ECM1;VKORC1;EBF1;ATP2B1;CD151;SH3PXD2A;NFKBIA;KLF3;LMNA;TGFB1;ZFHX3;TRIB2;THBS2;ABCA5;E2F1;CYCS;BCL2;ACTG1;ATP2A2;PPP3CA;RND3;PRKCD;ZBTB20;MEG3;ATXN1;PDGFA;TGFBR2;PSMB10;VAMP8;CDON;MBP;CTNNB1;NOTCH3;HMGB1;ACE;RASAL2;ROCK2;ITPKB;NFE2L2;PITPNA;MPZ;MAPK3;PLP1;NDRG1;STUB1;GABBR1;MXI1;HIP1;EPB41L3;FOS;MMP14;ITGA11;LMX1A;QK;PTPRS;AR;MTSS1;WWOX;PPIB;LAMP2;EXT1;DNM1;CD47;ABL1;GNAI2;SULF1;UQCRFS1;ELK3;PTCH1;CTSA;ACTN4;SULF2;ANP32B;SLIT3;TWSG1;PRDX1;KRAS;ANK3;CDKN1B;XDH;NINJ1;FOXO3;PNPLA2;MAN2A1;ZFP521;PTPN11;MEF2A;ADAM17;GNS;HADHB;ROCK1;NGF;ZEB1;MSRA;ERRFI1;KITL;STRBP;CDKN1A;BPNT1;AKTIP;LPIN1;CLCN3;SAMD4;SOCS7;DES;INPP4A;NDUFS6;AGRN;TBX3;PPT1;RB1;BECN1;DST;SCARB2;CCDC88A;MAP1B;PCMT1;SIRT6;DAZAP1;ING1;ZFP24;MAGI2;NAPB;PFDN1;PARL;H2-AB1;APP;TIMP3;REL;FIG4;PKD2;DNAJC3;UNC93B1;HSPG2;SPTBN1;SAV1;FKBP1A;NFIA;TNS2;FLNB;GRN;ACVRL1;THRA;ITSN1;GJA1;SPRY2;TNFAIP3;AKAP12;PURA;ASAH1;CTSF;RUNX1T1;ARHGDIA;KIRREL;IL6ST;PRNP;SERP1;IRF8;GPX7;CEBPB;COL4A1;ENG;RET;RASA3;RARG;CASK;HTRA2;PIK3R1;IGF1;CXCL12
MP:0005553 increased circulating creatinine level,0.000734560658234437,0.0326534186621992,0.477270815362862,0.351737214690454,1.89786519607828,61,COL18A1;DBN1;COL4A4;HPSE;ITGA1;C1GALT1;EGFR;TGFB1;BCL2;CBX6;PPP3CA;NDRG4;ACE;AR;ATP5E;VEGFA;XDH;SLC38A10;VIM;PRMT1;MAGI2;UNC93B1;GSTT1;ARHGDIA;PTGIS;STK24;LGMN;PKD1;RNF10;PTGS2;GLIS2
MP:0005565 increased blood urea nitrogen level,0.000324439988201491,0.02033026962212,0.49849310876659,0.318621229824266,1.8775977341938,96,RHOU;CAV1;LYN;COL4A4;BICC1;WWTR1;C1GALT1;EGFR;BCL2;PPP3CA;SMS;ZBTB20;NDRG4;LTBP1;ACE;CAMK1D;BLVRB;SOD2;MYL12B;AR;WWOX;SLC25A3;SDC4;HNRNPD;SLC25A4;VEGFA;XDH;AGTR1A;SERPINE1;ATP8A1;ARID5B;PCMT1;HADHA;MAGI2;APP;DAAM1;GIMAP6;PKD2;TNS2
MP:0011087 neonatal lethality, complete penetrance,1.75493814482473e-06,0.000816874050961505,0.643551836150722,0.26570028368518,1.87634964928851,277,ALDH1A3;ATP1A2;EDN1;CREB5;LPL;ACKR3;AUTS2;PLXND1;TCF4;DHRS3;ROR1;NR4A2;COL1A1;TRPS1;GLCE;INHBA;GPC6;KIF2A;YBX1;NPM1;FNDC3B;OSR2;SLC5A3;HNRNPA1;TNRC6C;EBF3;EPAS1;FAT1;DISP1;LAMC1;FLNC;NFE2L1;TMEM38B;LTBP1;KLF4;NDN;HMGB1;PKDCC;CNN3;JUN;GABBR1;TCF7L1;JAK1;WNT11;SESTD1;TGFB3;GSK3B;NUBP1;MYH10;FSTL1;VAMP2;IFT27;SULF2;FOXC1;KIF1B;EIF2S1;SIN3B;PRRX1;CCDC47;VCAN;WNT5A;FGF18;LMO4;STK40;EMX2;CTNNBIP1;ADAM17;FGFR1;DGKD;PDPN;EFEMP2;TWIST1;ZEB1;SPOP;PTGES3;RHOT1;ELOVL1;AGRN;ZFAND5;SCD2;MAP1B;ZBTB18;HADHA;ILK;MAGI2;PTBP2;POU2F2;OAT;CXCR4;AMOTL1;NFIB;ECE1;TCF7L2;NR3C1;SSR3;HSPA5;TSHZ1;DYNC1H1;GJA1;IGF2R;IL6ST;BIN1;ITGAV;BMPER;RET;FKBP10;MAF;CASK;IGF1;CXCL12;GRB2
MP:0002896 abnormal bone mineralization,0.000876073785866644,0.0370443882950603,0.477270815362862,0.325279580389998,1.87025148003396,77,SMPD3;CAV1;ENPP1;ANK;SERPINF1;COL1A1;DKK2;COL1A2;GLCE;SLC20A1;TBC1D2B;LMNA;PGD;CLK1;CYB561;PKDCC;GNA11;EGR2;MMP14;PPIB;SIN3B;PRKAR1A;SLC38A10
MP:0001575 cyanosis,0.00014954994952764,0.0134105049567802,0.518848077743792,0.296858462293193,1.8580814032815,128,ALDH1A3;WNT2;SMPD3;LPL;ACKR3;PLXND1;ROR1;TRPS1;CUX1;SYNE1;EGFR;ITGB1;YBX1;SLC5A3;TNRC6C;EPAS1;TMEM38B;LTBP1;NDN;PKDCC;JUN;POU3F1;SNX5;TGFB3;FSTL1;IFT27;LOXL2;KIF1B;VEGFA;PRRX1;VCAN;SMARCA4;FGF18;STK40;ADAM17;PDPN;ZEB1;CHRD;LUZP1;ERRFI1;YWHAE;RHOT1
MP:0001861 lung inflammation,0.00104524418996132,0.0418178079383758,0.45505986738723,0.321875409894339,1.8506786101349,77,PTPRC;IKZF1;PTPN6;NCF2;CAV1;ACKR3;FBN1;THBS1;SCARA5;LGALS3;JAM3;WWTR1;ATF3;COL1A1;RUNX1;RGS3;TGFB1;CD59A;NFE2L2;IL33;CD44;ABL1;FOXO3;MAN2A1
MP:0008770 decreased survivor rate,0.000156434023434278,0.0137900568793505,0.518848077743792,0.301095276345434,1.84858455342497,116,SMPD3;NDRG2;F2R;MYO10;ACKR3;MEOX2;COL5A2;DDR2;GAPDH;GAP43;SYNE1;DACT1;KLF3;LMNA;CRIM1;AEBP1;PPM1L;PMP22;MEG3;NDN;ACE;FUT8;WWOX;MYH10;ABL1;VEGFA;EIF3C;CLIC4;ID2;INPP5A;CPEB4;SMARCA4;PTPN11;ADAM17;KITL;LPIN1;MAGOH;PDLIM5;DAAM1;SAV1;PTGER4;FLNB;GRN;CLMP;NR3C1;ITSN1;ATF5;IGF2R
MP:0008567 decreased interferon-gamma secretion,0.000946239092057872,0.0388883322516281,0.477270815362862,0.346176047118834,1.84776306937534,59,IL18;TYROBP;H2-DMA;FCER1G;IL18R1;CMAH;PYCARD;THBS1;HSP90AA1;FYN;USP18;GADD45B;PPP3CA;PSMB10;MAPKAPK2;PLA2G4A;AHNAK;CD74;IL2RG;CD69;IL34;HCST;PTGER4;IL6ST;IRF8;PRKCQ;RFTN1;RCAN1;APOE;USP25;RNF19B;NME2;TYK2;MYD88;ORAI1;FADS1;BCL3;STAT1;IFNAR2
MP:0000274 enlarged heart,2.21892816602492e-05,0.00397953289361918,0.575610261071129,0.271359622870739,1.8374927695441,210,DMD;WFDC1;NPR1;DBN1;GNB4;GAS6;ACKR3;FBN1;THBS1;PTPN14;CES1D;RAB32;KLF9;C1RA;PLAT;LST1;CTSL;GAA;NEGR1;UNC119;TMEM100;STEAP3;LMNA;AEBP1;GALNT1;RND3;CYB561;FOSB;TGFBR2;HOPX;NOTCH3;LASP1;TCF7L1;SOD2;QK;WNT11;TXNDC5;LACTB;TNXB;FSTL3;LAMA4;RBMS1;SLC25A3;PLA2G4A;ABL1;CFB;ATP5L;VEGFA;KRAS;TBX5;DSTN;CDKN1B;DLC1;HIGD2A;CTNNBIP1;PTPN11;ADAM17;FGFR1;IFI204;EFEMP2
MP:0002451 abnormal macrophage physiology,0.000487546057330243,0.0260902133031998,0.49849310876659,0.305313943373122,1.82996866204955,108,LCP1;UCP2;IL18;CNN2;FCER1G;CSPG4;CAV1;PLAU;LYN;PYCARD;LGALS3;ADORA2B;CD81;ZFP36;FYN;CD200;MARCKSL1;NFKBIA;IRAK2;SIRPA;NEK7;CTNNB1;NFE2L2;LACC1;ANPEP;FOS;PLA2G4A;HNRNPD;RAP1A;P2RX7;LIMD1;P2RX4;TLR4;HSPB1;ARHGEF2;MYO9B;ERO1L;CAPG;REL;PLAUR;RORA;UNC93B1;PTGER4;GRN
MP:0011090 perinatal lethality, incomplete penetrance,0.000124595285720384,0.0122267939817305,0.518848077743792,0.278100627091482,1.82328569962371,167,WNT2;SEMA3C;ACKR3;LAMA2;BICC1;PFN1;DHRS3;WWTR1;LBR;PTGS1;EGFR;ITGB1;BMP1;SH3PXD2A;NRP2;VEZF1;NR2F2;CRIM1;NEK7;CYCS;EHD1;AEBP1;PSIP1;ACTG1;ZBTB20;CDON;JUN;STUB1;HIP1;FOS;SNX5;MARCKS;ABL1;VAMP5;IFT27;ACTN4;ANP32B;TWSG1;KHDRBS1;VEGFA;KRAS;TBX5;CARD10;LMO4;GRB10;PTPN11;ADAM17;FGFR1;ABCA1;ARRDC3;CHRD;KITL;GNB1;YWHAE;ARID5B;LPP;LPAR1;CXCR4;HSPG2;FKBP1A;SYK;BMPR2;FLNB;THRA;NR3C1;GJA1;ETS1;IGF2R;RAB18;B4GAT1;BCL10;CEBPB;COL4A1;MAF
MP:0011088 neonatal lethality, incomplete penetrance,0.000162966995356578,0.0139470186708352,0.518848077743792,0.274066223423796,1.82011740208421,177,BMP7;WNT2;SEMA3C;FSCN1;PDGFRA;ACKR3;MYH11;COL5A2;COL1A1;B4GALT1;PTS;CUX1;H3F3A;SYNE1;DACT1;SH3PXD2A;SLC5A3;KLF3;ATOX1;CALD1;ROBO1;CBL;ATP2A2;MEG3;NDN;CDON;HOPX;PITPNA;JUN;POU3F1;EGR2;GYG;KMT2E;FOS;SNX5;PTPRS;CELF2;LAMA4;ABL1;GGA2;TWSG1;VEGFA;ID2;CPEB4;LMO4;PDLIM7;ADAM17;PDPN;CNBP;BLMH;ARID5B;RB1;CEBPG;OXCT1;SCD2;MAP6;LPAR1;DAAM1;NFIB;SYK;FLNB;NR3C1;TSHZ1;RYK;ATF5;IGF2R;RUNX1T1;EEF2;NOTCH2;CEBPB;PDGFC;MAF;GPRC5B;IGF1
MP:0001265 decreased body size,8.07831953903556e-08,8.40306798450479e-05,0.704975715167238,0.235966680930244,1.80673432086408,524,DMD;IKZF1;BMP7;WNT2;SMPD3;RORB;PTPN6;EFEMP1;H2-DMA;KCNA2;MGP;FSCN1;ZFP385A;MYO10;STARD13;MBNL2;COL4A4;PDGFRA;TMEFF2;ETV1;CHD7;ACTB;LAMA2;ITPR1;BICC1;ENAH;MMP2;RCAN2;SLC4A4;ZFP36L2;CTSL;COL5A2;WWTR1;DDR2;LBR;COL1A1;CUX1;NRIP1;H3F3A;COL1A2;SLC44A2;INHBA;EGFR;PTEN;COL3A1;EDNRA;NFIC;EBF1;RUNX1;NRP2;NFKBIA;SLC5A3;NR2F2;ATOX1;LMNA;UBB;TGFB1;ZFHX3;EHD1;LAMC1;SH3PXD2B;BCL2;EML1;WDR1;CALM1;MYOF;PMP22;ZBTB20;MEG3;FOSB;PDGFA;PSMB10;SLC12A2;CDON;IRAK3;CTNNB1;ID1;ROCK2;H3F3B;JUN;POU3F1;NDRG1;ARPC3;EGR2;KMT2E;FOS;MMP14;SNX5;LMX1A;KCNQ1OT1;JAK1;SOD2;AR;ARL3;MARCKS;WWOX;PPIB;KALRN;WWP2;ABL1;LDHA;EBF2;CTSA;SULF2;MSI2;ANP32B;TWSG1;HNRNPD;VEGFA;KRAS;XDH;PRRX1;PA2G4;YWHAZ;ID2;WNT5A;INPP5A;CPEB4;VLDLR;ZFP521;PTPN11;ADAM17;PLCB1;FGFR1;MGAT2;ABCA1;NISCH;TWIST1;ARRDC3;NGF;CAMTA1;ZEB1;CHRD;ACP1;HACD1;TLR4;KITL;PAFAH1B1;CFL2;BLMH;EIF4H;PLCB4;ARID5B;INPP4A;PCBP4;NRD1;AGTPBP1;AGRN;TBX3
MP:0001953 respiratory failure,0.000827556627559685,0.0352796886880158,0.477270815362862,0.307959350655049,1.79402772083468,85,ATP1A2;PDGFRA;TRPS1;CUX1;GLCE;EGFR;YBX1;SLC5A3;EPAS1;ROBO1;FLNC;TMEM38B;MEG3;PDGFA;PKDCC;POU3F1;GYG;SNX5;NUBP1;MORF4L1;VAMP5;ELK3;FOXC1;KIF1B;WNT5A;MIA3;ADAM17;PDPN;ZEB1;CPEB2;GNB1;RHOT1;PCMT1;PTBP2;HSPG2;NFIB;NR3C1;HSPA5;IGF2R
