Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
EZH2 skeletal muscle myoblast hg19,30/2000,0.0308203590897598,0.483642558023924,0,0,1.4218009478673,4.94726985492699,RAB3C;NDRG4;SLC24A3;CLSTN1;ZDHHC22;ELAVL3;SCAMP5;ATCAY;OPA1;SLC22A17;DZANK1;TRIM2;KIF5A;MGAT3;CAMTA1;KIF1A;CBX6;H3F3B;APLP2;ATP2B2;AP2B1;MAPK8IP2;EML2;PGM2L1;SEPT3;KCNQ2;MADD;CNTN1;MAPRE2;INA
CTCF astrocyte of the cerebellum hg19,26/1663,0.0279825416830313,0.485824553475608,0,0,1.48193323890759,5.29965182202967,NCKAP1;NAPB;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;WBP2;HSPA4L;GHITM;CX3CL1;OPA1;NEFL;ATP6V0A1;EPHA5;SLC36A1;ABCA2;GOT2;SCAMP1;FAM126B;MAPK8IP3;DNM1;NCEH1;NEDD4;RCAN2;CDS2
REST HL-60 hg19,4/118,0.0364570827091942,0.487688188372171,0,0,3.21310948670576,10.6405961166177,SYNJ1;ATP6V1B2;SYP;SYN1
POLR2AphosphoS2 myocyte mm9,30/2000,0.0308203590897598,0.493125745436157,0,0,1.4218009478673,4.94726985492699,ATP6V1A;PYGB;TTYH3;CAB39;STAU2;WBP2;ENO2;CX3CL1;TTBK2;SCAMP5;MAPK9;FAM168B;ACTR1B;FAM168A;PPP2R1A;IDS;CAMTA1;GATSL2;ZBTB7A;ATP6V0A1;ELOVL6;ENAH;NCEH1;TMX2;SYNJ1;DNAJC5;GNB1;CDIP1;EIF4G3;NFE2L1
ATF3 K562 hg19,22/1433,0.0490912032178603,0.500730272822175,0,0,1.45520450584232,4.3860961332461,SLC36A1;CBX6;AHCYL1;PTPRS;CLSTN3;GHITM;AP2B1;MAPK8IP3;DNAJC27;SYN1;DNM1;ELAVL3;PURB;PPP2CA;PTP4A2;FAM168B;ACTR1B;DZANK1;PSAP;OGDH;MAPRE2;TSPYL4
CTCF skin fibroblast hg19,29/2000,0.0485702243502234,0.501687380630156,0,0,1.37440758293839,4.1572319195355,ATP6V1A;NCKAP1;NAPB;KCNC1;CAB39;ENDOD1;CX3CL1;SYNGR1;DPP6;OPA1;SLC22A17;KIF5A;NEFL;ATP6V0E2;SLC36A1;SLC6A17;TMOD2;GOT2;ANK3;AP2B1;SCAMP1;FAM126B;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;CDS2
CTCF GM12871 hg19,30/1993,0.0295865016037253,0.50297052726333,0,0,1.42679472942027,5.02294102614866,NCKAP1;NAPB;RTN3;LPGAT1;KCNC1;CAB39;WBP2;HSPA4L;ENDOD1;GHITM;SYNGR1;KIF5A;TIMP2;ATP6V0E2;SLC36A1;ABCA2;GOT2;ANK3;KCNAB2;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;TRIM37;CDS2
CTCF GM19238 hg19,30/2000,0.0308203590897598,0.502988260344881,0,0,1.4218009478673,4.94726985492699,NCKAP1;NAPB;RTN3;LPGAT1;KCNC1;CAB39;PITPNA;HSPA4L;KCNA2;ENDOD1;ENO2;ACTB;SYNGR1;KIF5A;TIMP2;ATP6V0E2;SLC36A1;TMOD2;GOT2;ANK3;SYP;SCAMP1;FAM126B;DNM1;CLIP3;PTP4A2;NCEH1;NEDD4;EEF1A2;CDS2
CTCF osteoblast hg19,29/2000,0.0485702243502234,0.508119270125414,0,0,1.37440758293839,4.1572319195355,NCKAP1;NAPB;RTN3;LPGAT1;KCNC1;WBP2;HSPA4L;GHITM;TTBK2;FAM168A;OPA1;SLC22A17;ATP6V0E2;GOT2;ANK3;SCAMP1;FAM126B;SYN1;DNM1;DISP2;PTP4A2;NCEH1;NEDD4;RCAN2;VPS41;AAK1;SERINC1;TRIM37;CDS2
EZH2 keratinocyte hg19,30/2000,0.0308203590897598,0.513253326882531,0,0,1.4218009478673,4.94726985492699,RAB3C;CNTNAP2;NDRG4;SLC24A3;DIRAS1;KCNA6;ELAVL3;RNF157;SYNGR1;SLC22A17;SV2A;TRIM2;CAMTA1;TPPP;ATP6V0E2;ENPP5;ABCA2;LYNX1;H3F3B;IQSEC3;LHFPL4;NMNAT2;NOVA1;MAP1B;KCNQ2;EEF1A2;VPS41;ATP6V1B2;NAT8L;CDK5R2
NRF1 H1-hESC hg19,29/2000,0.0485702243502234,0.514718221685485,0,0,1.37440758293839,4.1572319195355,PYGB;NAPB;RTN3;NDRG3;CAB39;HSPA4L;PPP2CA;SYNGR1;ACTR1B;OPA1;PPP2R1A;IDS;KIF1A;ENPP5;RAB6B;CBX6;GOT2;ANK3;SCAMP1;CLIP3;DISP2;DNM3;MAP1B;GNB1;OGDH;TRIM37;SELT;CDS2;GRINA
CTCF brain mm9,29/2000,0.0485702243502234,0.521490829865557,0,0,1.37440758293839,4.1572319195355,NDRG3;CAB39;STAU2;RNF14;HSPA4L;ENDOD1;ATP2A2;ARRB1;THY1;TTBK2;ELAVL3;EPM2AIP1;SYNGR1;DPP6;FAM168A;SLC22A17;FUT9;PSAP;TIMP2;MAP4;BEND6;SLC36A1;ABCA2;SLC6A17;GOT2;SYT7;DNM1;DISP2;SCN8A
CTCF IMR-90 hg19,29/2000,0.0485702243502234,0.528444040930431,0,0,1.37440758293839,4.1572319195355,NAPB;RTN3;LPGAT1;KCNC1;CAB39;STAU2;PITPNA;ENDOD1;ACTB;CX3CL1;SYNGR1;OPA1;SLC22A17;PSAP;TIMP2;ATP6V0E2;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;SYT11;RCAN2;EEF1A2;CDS2
CTCF GM12864 hg19,27/1804,0.0405908942264134,0.534228543366989,0,0,1.41864839587646,4.54564952958661,NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;NDRG3;CAB39;STAU2;HSPA4L;GHITM;ATP6V0E2;SLC36A1;ABCA2;SLC12A5;SLC6A17;GOT2;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;TRIM37;SELT;CDS2
MXI1 HepG2 hg19,29/2000,0.0485702243502234,0.53558517661868,0,0,1.37440758293839,4.1572319195355,PYGB;AHCYL1;STXBP1;PITPNA;CD99L2;DNAJC27;SCAMP5;DZANK1;NACC2;SPOCK2;TSPAN7;TIMP2;ZBTB7A;SPTBN1;YWHAG;ABCA2;SYP;AP2B1;FAM126B;MAPK8IP3;CS;NCEH1;SYNJ1;NEDD4;TBC1D24;ATP13A2;EIF4G3;ARL8A;GRINA
SP1 K562 hg19,20/1249,0.0414128484081476,0.53639498890553,0,0,1.51780191926053,4.83293037960373,LYNX1;H3F3B;ATP6AP1;ELOVL6;KCNAB2;SCAMP1;FAM126B;ACTB;EML2;SYT7;TTBK2;ELAVL3;MECP2;EPM2AIP1;PTP4A2;TMX2;CAMTA1;KIF1B;CALR;NCDN
CTCF GM12866 hg19,27/1812,0.0425047189262017,0.541935166309072,0,0,1.4123850475503,4.46050996216701,NCKAP1;NAPB;LPGAT1;NDRG3;CAB39;WBP2;HSPA4L;GHITM;FAM168A;TIMP2;SLC36A1;ABCA2;SLC6A17;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;CLIP3;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;SELT;CDS2
POLR2A embryonic fibroblast mm9,29/2000,0.0485702243502234,0.542921959860032,0,0,1.37440758293839,4.1572319195355,MEG3;PYGB;AHCYL1;WBP2;ENO2;ACTB;SCAMP5;MECP2;ACTR1B;SV2A;IDS;KIF1B;GATSL2;ENPP5;ZYG11B;LYNX1;H3F3B;APLP2;GOT2;SCAMP1;SYN1;CS;NCEH1;TMX2;SYNJ1;MADD;PFKP;CDS2;GRINA
CTCF GM12874 hg19,30/2065,0.0442613684585121,0.547231464577968,0,0,1.3770469228739,4.2931407358595,NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;NDRG3;CAB39;HSPA4L;GHITM;SYNGR1;KIF5A;TIMP2;ATP6V0E2;SLC36A1;ABCA2;SLC12A5;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;TRIM37;SELT;CDS2
PBX3 SK-N-SH hg19,30/2063,0.0437912501954559,0.549748617838339,0,0,1.37838191746709,4.3120214413504,PYGB;CLSTN3;PITPNA;ATP1A3;TTBK2;MECP2;EPM2AIP1;MAPK9;OPA1;PPP2R1A;PSAP;CAMTA1;ENPP5;BEND6;H3F3B;ATP6AP1;DST;ANK2;ELOVL6;MAPK8IP3;CIT;CS;MAP1B;OGDH;AAK1;CNTN1;CALR;TSPYL4;CDK5R2;NFE2L1
CHD2 CH12.LX mm9,29/2000,0.0485702243502234,0.550462542635866,0,0,1.37440758293839,4.1572319195355,NDRG4;CLSTN3;WBP2;HSPA4L;ATP2A2;CD99L2;DNAJC27;SCAMP5;MECP2;PURB;PURA;ACTR1B;FAM168A;OPA1;KIF5A;NCDN;TPPP;ENPP5;YWHAG;ATP6V0A1;ATP6AP1;APLP2;ANK3;KCNAB2;TMX2;IMPAD1;AAK1;TSPYL4;NFE2L1
CTCF cardiac muscle cell hg19,26/1777,0.0551800221784751,0.555887630835009,0,0,1.38686267659162,4.01795517845725,NCKAP1;NAPB;LPGAT1;KCNC1;CAB39;STAU2;HSPA4L;GHITM;CX3CL1;SLC22A17;SLC36A1;ABCA2;GOT2;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;SYT11;NEDD4;RCAN2;MAP1A;VDAC1;SELT;CDS2
CTCF HepG2 hg19,42/3081,0.0457457079452197,0.557141756467154,0,0,1.29212679455645,3.98576835848508,CYFIP2;ATP6V1A;NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;WBP2;HSPA4L;ARRB1;GHITM;CX3CL1;SYNGR1;ACTR1B;OPA1;SLC22A17;KIF5A;TIMP2;ATP6V0E2;SLC36A1;ABCA2;SLC12A5;GOT2;RNF208;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;SYT7;DNM1;PTP4A2;NCEH1;SYT11;NEDD4;RCAN2;EEF1A2;SELT;CDS2
EP300 osteoblast hg19,29/2000,0.0485702243502234,0.558215536194117,0,0,1.37440758293839,4.1572319195355,CYFIP2;SLC24A3;CLSTN3;ENDOD1;ABAT;CELSR2;ACTB;TTBK2;RNF157;EPM2AIP1;DPP6;FUT9;TRIM2;KIF5A;NEFL;NCDN;ENPP5;RAB6B;ABCA2;HSPA4;FAM126B;SYN1;NOVA1;NEDD4;EEF1A2;SERINC1;NAT8L;VAMP2;CDS2
CTCF brain microvascular endothelial cell hg19,26/1747,0.0466602895425379,0.559923474510455,0,0,1.41067829210264,4.32353401948393,NCKAP1;NAPB;LPGAT1;KCNC1;CAB39;HSPA4L;GHITM;OPA1;SLC22A17;TIMP2;NEFL;ATP6V0E2;SLC36A1;ABCA2;SLC6A17;GOT2;ANK3;SCAMP1;FAM126B;DNM1;CLIP3;PTP4A2;NCEH1;NEDD4;RCAN2;CDS2
CTCF GM12869 hg19,27/1832,0.0475838773577296,0.562731071360977,0,0,1.39696599681285,4.25412646808157,NCKAP1;NAPB;LPGAT1;NDRG3;KCNC1;CAB39;STAU2;WBP2;GHITM;FAM168A;TIMP2;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;TRIM37;SELT;CDS2
CTCF fibroblast of the aortic adventitia hg19,33/2332,0.0485058066806517,0.565439117877311,0,0,1.34132164893141,4.0589355667052,NCKAP1;NAPB;RAB3C;AHCYL1;LPGAT1;CAB39;STAU2;WBP2;HSPA4L;ENDOD1;GHITM;CX3CL1;FAM168A;OPA1;SLC22A17;TIMP2;NEFL;ATP6V0E2;SLC36A1;ABCA2;SLC6A17;GOT2;SCAMP1;FAM126B;MAPK8IP3;DNM1;CLIP3;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;CDS2
CTCF GM13977 hg19,28/2000,0.0739854860225363,0.628876631191559,0,0,1.32701421800948,3.45539419505565,NCKAP1;NAPB;LPGAT1;NDRG3;KCNC1;CAB39;HSPA4L;SYNGR1;KIF5A;TIMP2;NEFL;KIF1B;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;DNAJC5;EEF1A2;CDS2
CTCF cerebellum mm9,28/2000,0.0739854860225363,0.635496385204101,0,0,1.32701421800948,3.45539419505565,NCKAP1;AHCYL1;CAB39;RNF14;WBP2;ACTB;MAPK9;SYNGR1;ACTR1B;ATCAY;TRIM2;TIMP2;KIF1B;YWHAG;SLC36A1;ABCA2;SLC12A5;H3F3B;GOT2;ANK2;ATP2B2;SYT7;DNM1;DNM3;NCEH1;SCN8A;RCAN2;CDS2
SP2 HepG2 hg19,22/1507,0.0757205678792375,0.636989519478947,0,0,1.38374788113606,3.57104570234661,CAB39;ATP6AP1;CLSTN3;APLP2;GOT2;KCNAB2;MAPK8IP3;DNAJC27;TTBK2;CIT;MECP2;EPM2AIP1;MAPK9;ACTR1B;TMX2;PPP2R1A;OGDH;CAMTA1;KIF1B;CALR;CDK5R2;NFE2L1
NFYA K562 hg19,28/2000,0.0739854860225363,0.642256985046698,0,0,1.32701421800948,3.45539419505565,CLSTN3;WBP2;STXBP1;ATP2A2;ATP1A3;ABAT;DNAJC27;ACTB;TTBK2;EPM2AIP1;MAPK9;ACTR1B;CAMTA1;MAP4;NCDN;ENPP5;H3F3B;ATP6AP1;APLP2;FAM126B;CIT;CS;PTP4A2;NCEH1;TMX2;CALR;CDK5R2;CDS2
CEBPB myocyte mm9,11/640,0.0774248684484722,0.644680537285238,0,0,1.62914691943128,4.16808645946153,PURB;PTPRS;FAM168A;CAMK2N2;IDS;ATP1A3;GHITM;MAP4;NMNAT2;YWHAG;ATP6V0A1
JUND SK-N-SH hg19,23/1565,0.0663803682303488,0.644837862809103,0,0,1.39303181260694,3.77839530512738,AHCYL1;TTYH3;PTPRS;DST;DIRAS1;PITPNA;SYP;AP2B1;KCNAB2;DNAJC27;SYN1;ENAH;PTP4A2;SYNGR1;ACTR1B;SYT11;TSPAN7;EEF1A2;MADD;PSAP;AAK1;CAMTA1;MAPRE2
MYOD1 myocyte mm9,42/3164,0.0649245637992248,0.646078586099603,0,0,1.25823092731619,3.44066926140486,ATP6V1A;NCKAP1;NAPB;CAB39;CLSTN3;RNF14;WBP2;HSPA4L;ENDOD1;MECP2;PURB;PURA;SYNGR1;FAM168B;PEG13;FAM168A;TRIM2;CAMK2N2;TIMP2;MAP4;KIF1A;NCDN;GATSL2;ABCA2;LYNX1;H3F3B;DST;GOT2;LARP4B;HSPA12A;PGM2L1;AES;ENAH;DISP2;PTP4A2;NCEH1;PKM;DNAJC5;TRIM37;TSPYL4;CDK5R2;PFKP
CTCF H54 hg19,28/2000,0.0739854860225363,0.649162974133222,0,0,1.32701421800948,3.45539419505565,NCKAP1;NAPB;LPGAT1;KCNC1;CAB39;HSPA4L;GHITM;SYNGR1;OPA1;KIF5A;NEFL;ATP6V0E2;SLC36A1;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;SYT7;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;EEF1A2;TRIM37;CDS2
FOSL1 K562 hg19,14/849,0.0663530851030059,0.652338764386179,0,0,1.56303205890398,4.24013869746729,CBX6;TTYH3;SLC12A5;H3F3B;DIRAS1;ELOVL6;DNM1;PURB;PTP4A2;ACTR1B;PSAP;AAK1;CAMTA1;NAT8L
CBX2 K562 hg19,28/2000,0.0739854860225363,0.656219093417279,0,0,1.32701421800948,3.45539419505565,CNTNAP2;NDRG4;PTPRS;CLSTN1;HK1;LARP1;ATCAY;SLC22A17;CAMK2N2;CAMTA1;KIF1B;NCDN;ATP6V0E2;SPTBN1;SCN1A;BEND6;SLC36A1;APLP2;IGIP;TMOD2;LHFPL4;ANK3;ENAH;DNM3;SCN8A;IMPAD1;MAPRE2;SCN2B
SP2 K562 hg19,31/2237,0.0688285622018957,0.660754197138199,0,0,1.31353984157015,3.51521187733233,TTYH3;CAB39;CLSTN3;ABAT;DNAJC27;TTBK2;MECP2;RNF157;PURB;EPM2AIP1;MAPK9;ACTR1B;PPP2R1A;CAMTA1;KIF1B;MAP4;NCDN;ATP6AP1;APLP2;GOT2;KCNAB2;MAPK8IP3;EML2;CIT;CS;PTP4A2;TMX2;OGDH;CALR;CDK5R2;NFE2L1
CTCF GM19239 hg19,28/2000,0.0739854860225363,0.66343029224604,0,0,1.32701421800948,3.45539419505565,NCKAP1;NAPB;RTN3;PITPNA;HSPA4L;ENDOD1;ENO2;TTBK2;SYNGR1;KIF5A;PSAP;TIMP2;ATP6V0E2;ZBTB7A;SLC36A1;ATP6AP1;TMOD2;GOT2;ANK3;SYP;SCAMP1;FAM126B;DNM1;NEDD4;RCAN2;EEF1A2;EIF4G3;CDS2
CTCF GM13976 hg19,28/2000,0.0739854860225363,0.670801739937663,0,0,1.32701421800948,3.45539419505565,NCKAP1;NAPB;AHCYL1;LPGAT1;NDRG3;CAB39;PITPNA;SYNGR1;KIF5A;PSAP;TIMP2;ATP6V0E2;ZBTB7A;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;TRIM37;SELT;CDS2
CTCF GM10266 hg19,28/2000,0.0739854860225363,0.678338838139209,0,0,1.32701421800948,3.45539419505565,NCKAP1;NAPB;LPGAT1;NDRG3;KCNC1;CAB39;HSPA4L;ENDOD1;GHITM;SYNGR1;KIF5A;TIMP2;SLC36A1;GOT2;ANK3;KCNAB2;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;DNAJC5;EEF1A2;SELT;CDS2
NR2F2 HepG2 hg19,4/148,0.0718525408193781,0.681763643123402,0,0,2.56180350967081,6.74558551108431,CS;RNF157;HSPA4;ARL8A
CTCF cortical plate mm9,28/2000,0.0739854860225363,0.686047234027155,0,0,1.32701421800948,3.45539419505565,NCKAP1;AHCYL1;CAB39;RNF14;MAPK9;SYNGR1;DPP6;PEG13;ATCAY;TRIM2;TIMP2;KIF1B;YWHAG;BEND6;SLC36A1;ABCA2;SLC12A5;H3F3B;DST;GOT2;SYT7;DNM1;PTP4A2;NCEH1;PKM;SCN8A;RCAN2;CDS2
CTCF astrocyte of the spinal cord hg19,30/2167,0.0735758956911053,0.690091159585539,0,0,1.31222976268325,3.42418195957736,NCKAP1;NAPB;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;HSPA4L;GHITM;CX3CL1;TTBK2;OPA1;SLC22A17;NEFL;ATP6V0E2;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;CLIP3;PTP4A2;NCEH1;NEDD4;RCAN2;SELT;CDS2
HDAC2 H1-hESC hg19,36/2723,0.0886789316477198,0.730929376005448,0,0,1.25314809947907,3.03604318128738,NCKAP1;SNAP25;CNTNAP2;STAU2;HSPA4L;ATP2A2;TTBK2;PURB;SYNGR1;FAM168B;FAM168A;DZANK1;NACC2;BEND6;ABCA2;CBX6;H3F3B;APLP2;GOT2;ELOVL6;ANK3;SYP;MAPK8IP2;SCAMP1;HSPA12A;FAM126B;EML2;SEPT3;CLIP3;DISP2;SYNJ1;NOVA1;DNAJC5;OGDH;ATP6V1B2;CALR
CTCF epithelial cell of esophagus hg19,22/1548,0.0941005869342548,0.760258207310415,0,0,1.34709822795351,3.1837198214124,SLC36A1;NCKAP1;ABCA2;NAPB;AHCYL1;LPGAT1;CAB39;STAU2;WBP2;HSPA4L;GOT2;GHITM;FAM126B;MAPK8IP3;DNM1;TTBK2;NCEH1;OPA1;NEDD4;TRIM37;SELT;CDS2
EGR1 MCF-7 hg19,12/741,0.0940305288940203,0.767289115775206,0,0,1.53500777097684,3.62896678469132,SLC36A1;PTP4A2;NDRG3;FAM168A;WBP2;NEDD4;IMPAD1;TMOD2;IDS;NCDN;DNAJC27;SYN1
CTCF kidney epithelial cell hg19,30/2227,0.0961367384043859,0.769093907235087,0,0,1.27687557060377,2.99042182764069,NCKAP1;NAPB;RTN3;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;WBP2;HSPA4L;GHITM;CX3CL1;OPA1;SLC22A17;TIMP2;NEFL;ATP6V0E2;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;NCEH1;NEDD4;RCAN2;SELT;CDS2
CTCF SK-N-SH hg19,46/3657,0.109306478593929,0.775600752457791,0,0,1.19228591016126,2.63924362818896,NCKAP1;PYGB;NAPB;RTN3;AHCYL1;LPGAT1;KCNC1;CAB39;STAU2;HSPA4L;ZDHHC22;CX3CL1;PURA;DPP6;ACTR1B;SLC22A17;KIF5A;TIMP2;NEFL;KIF1B;ATP6V0E2;SPTBN1;YWHAG;BEND6;SLC36A1;ABCA2;SLC6A17;SYT1;GOT2;ELOVL6;ANK3;SCAMP1;FAM126B;MAPK8IP3;SYN1;SYT7;DNM1;CLIP3;PTP4A2;NCEH1;ETNK1;NEDD4;SCN8A;RCAN2;EEF1A2;CDS2
SMARCB1 HeLa-S3 hg19,27/2000,0.108910995580689,0.77957344205125,0,0,1.27962085308057,2.83720643055724,PYGB;STXBP1;HSPA4L;ENDOD1;ATP2A2;CD99L2;DNAJC27;TTBK2;PURB;PURA;FAM168B;FAM168A;PSAP;KIF1B;YWHAG;BEND6;ABCA2;ATP6AP1;SYP;MAPK8IP3;PGM2L1;CIT;DISP2;SYNJ1;AAK1;VDAC1;NFE2L1
CTCF fibroblast of upper leg skin hg19,23/1665,0.110850402530789,0.779775245388996,0,0,1.30936623827619,2.88004755658949,NCKAP1;ABCA2;NAPB;RTN3;LPGAT1;SLC6A17;KCNC1;HSPA4L;GOT2;ANK3;KCNAB2;SCAMP1;FAM126B;DNM1;CLIP3;PTP4A2;NCEH1;SLC22A17;SYT11;NEDD4;EEF1A2;TIMP2;ATP6V0E2
CTCF small intestine mm9,27/2000,0.108910995580689,0.786472322069403,0,0,1.27962085308057,2.83720643055724,SNAP25;NDRG3;CAB39;STAU2;RNF14;STXBP1;ATP2A2;ARRB1;ACTB;SYNGR1;ATCAY;FAM168A;TIMP2;NCDN;BEND6;SLC36A1;ZYG11B;GOT2;AP2B1;SCAMP1;HSPA12A;SYT7;DNM1;PKM;SCN8A;MADD;GNB1
CTCF Caco-2 hg19,29/2152,0.100514262410589,0.78865036660616,0,0,1.27733046741486,2.9346100954713,CYFIP2;NCKAP1;NAPB;RTN3;LPGAT1;CAB39;STAU2;HSPA4L;GHITM;FAM168A;SLC22A17;PSAP;TIMP2;ATP6V0E2;SLC36A1;ABCA2;GOT2;ANK3;SCAMP1;FAM126B;MAPK8IP3;DNM1;PTP4A2;NCEH1;ETNK1;NEDD4;RCAN2;EEF1A2;CDS2
GTF2B K562 hg19,27/2000,0.108910995580689,0.793494396373594,0,0,1.27962085308057,2.83720643055724,PYGB;RTN3;AHCYL1;ENDOD1;CD99L2;ACTB;PPP2CA;PURA;FAM168B;OPA1;PSAP;NCDN;ATP6V0E2;ZBTB7A;YWHAG;ZYG11B;H3F3B;HSPA4;GOT2;DNM1;NCEH1;MAP1B;ETNK1;NEDD4;CALR;SELT;EIF4G3
CTCF fibroblast of gingiva hg19,30/2237,0.100304658902776,0.794646618103544,0,0,1.27116758861627,2.92310470236367,NCKAP1;NAPB;RTN3;LPGAT1;KCNC1;CAB39;WBP2;PITPNA;HSPA4L;GHITM;CX3CL1;SYNGR1;SLC22A17;ATP6V0E2;SLC36A1;ABCA2;GOT2;SCAMP1;FAM126B;MAPK8IP3;SYT7;DNM1;CLIP3;PTP4A2;NCEH1;SYT11;NEDD4;RCAN2;EEF1A2;CDS2
POLR2AphosphoS5 HCT116 hg19,22/1588,0.114648429147741,0.799599300722709,0,0,1.31316628266501,2.84416711612229,SLC36A1;ZYG11B;PTPRS;CLSTN3;PITPNA;ENDOD1;ANK2;DNM1;EPM2AIP1;FAM168B;SYNJ1;OPA1;SLC22A17;KIF5A;PSAP;GNB1;TIMP2;AAK1;ENPP5;EIF4G3;ARL8A;ATP6V0A1
ZNF143 H1-hESC hg19,27/2000,0.108910995580689,0.800642994539122,0,0,1.27962085308057,2.83720643055724,CNTNAP2;LPGAT1;KCNC1;HSPA4L;ENDOD1;EPM2AIP1;LARP1;IDS;SLC6A17;H3F3B;ATP6AP1;ANK3;SYP;SCAMP1;SYN1;TMX2;MAP1B;NEDD4;EEF1A2;VPS41;OGDH;ATP6V1B2;ATP13A2;SELT;CDK5R2;SCN2B;CDS2
CTCF GM20000 hg19,27/2000,0.108910995580689,0.80792156721675,0,0,1.27962085308057,2.83720643055724,NCKAP1;NAPB;AHCYL1;LPGAT1;CAB39;STAU2;SYNGR1;FAM168A;OPA1;KIF5A;TIMP2;IDS;SLC36A1;ABCA2;SLC12A5;GOT2;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;RCAN2;DNAJC5;EEF1A2;CDS2
CTCF HGPS cell hg19,27/2000,0.108910995580689,0.815333691686629,0,0,1.27962085308057,2.83720643055724,NCKAP1;NAPB;LPGAT1;KCNC1;CAB39;HSPA4L;ENDOD1;GHITM;SYNGR1;OPA1;SLC22A17;NEFL;KIF1B;ATP6V0E2;SPTBN1;SLC36A1;SLC6A17;GOT2;SCAMP1;FAM126B;MAPK8IP3;SYN1;DNM1;PTP4A2;NCEH1;NEDD4;CDS2
USF1 myocyte mm9,27/2000,0.108910995580689,0.822883077720764,0,0,1.27962085308057,2.83720643055724,ATP6V1A;SET;PTPRS;WBP2;DNAJC27;FAM168B;LARP1;PSAP;CAMTA1;YWHAG;SLC36A1;CBX6;GOT2;SYT13;HSPA12A;FAM126B;CS;NCEH1;SYNJ1;VPS41;TBC1D24;CDIP1;VDAC1;SERINC1;TRIM37;CALR;MAPRE2
THAP1 K562 hg19,24/1775,0.124414314108084,0.825382766765827,0,0,1.28162338962686,2.67108005942762,SNAP25;CBX6;AHCYL1;LPGAT1;HSPA4;GHITM;AP2B1;KCNAB2;MAPK8IP3;SYN1;TTBK2;CS;PURB;PPP2CA;EPM2AIP1;MAPK9;SYNJ1;PPP2R1A;OGDH;CALR;NCDN;ZBTB7A;NFE2L1;BEND6
JUND HepG2 hg19,40/3153,0.119557768008474,0.826772361821309,0,0,1.20249577999137,2.55404765805923,RTN3;PTPRS;CAB39;CLSTN3;PITPNA;ENO2;DNAJC27;ACTB;HK1;PPP2CA;EPM2AIP1;FAM168B;ACTR1B;OPA1;PPP2R1A;PSAP;IDS;MAP4;GATSL2;YWHAG;ATP6V0A1;NSF;H3F3B;APLP2;GOT2;ANK2;SYP;AP2B1;KCNAB2;SCAMP1;SYN1;PTP4A2;NCEH1;SYNJ1;ETNK1;OGDH;TRIM37;SELT;EIF4G3;CDS2
EGR1 HCT116 hg19,24/1772,0.122777639094585,0.827988045464311,0,0,1.28379318091855,2.69260261925498,SLC36A1;ZYG11B;LYNX1;HSPA4;TMOD2;ATP1A3;GHITM;SYP;AP2B1;SYN1;PTP4A2;FAM168A;SYNJ1;TRIM2;NEDD4;SCN8A;IMPAD1;DNAJC5;IDS;CAMTA1;NCDN;NAT8L;ENPP5;ATP6V0A1
