"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Pddc1",4.30717338092375e-15,-0.310162256175094,0.175,0.235,1.20592240319103e-10
"Evl",4.37035519479062e-15,-0.280952895642482,0.23,0.305,1.22361204743748e-10
"Gpr107",4.4680538321126e-15,-0.258181950944118,0.157,0.217,1.25096571191489e-10
"Nav1",4.67545151146835e-15,-1.06319648357122,0.096,0.149,1.30903291418091e-10
"Pstk",4.76540684079245e-15,-0.294386127575734,0.147,0.205,1.33421860728507e-10
"Rhoj",5.11063029978616e-15,-2.38219597504132,0.194,0.22,1.43087427133413e-10
"Fam134b",5.26738276842058e-15,0.863437756279507,0.198,0.264,1.47476182750239e-10
"Alas1",5.44336664982424e-15,24.5836840442655,0.156,0.219,1.52403379461779e-10
"Minpp1",5.52425676976279e-15,-0.339108104247932,0.157,0.22,1.54668141039819e-10
"Flt1",5.75933282089229e-15,-9.38885145731555,0.101,0.11,1.61249800319342e-10
"Arl1",5.83104649302004e-15,-1.75668706590697,0.586,0.662,1.63257639711575e-10
"Ndfip1",5.85611914868555e-15,-0.295340257427405,0.202,0.271,1.63959623924898e-10
"Bag2",5.88144343968262e-15,-0.397019997456252,0.069,0.118,1.64668653424234e-10
"Coro1b",6.24113105702076e-15,-0.635450573236683,0.33,0.407,1.74739187334467e-10
"Smim19",6.31283829577073e-15,-0.414610263694452,0.253,0.317,1.76746846604989e-10
"Sccpdh",6.67500723537915e-15,5.97194374477024,0.141,0.204,1.86886852576146e-10
"Bmp5",6.83434894491318e-15,-0.32476916168028,0.123,0.181,1.91348101759679e-10
"Usp50",6.98589262319591e-15,-1.05291990773567,0.247,0.302,1.95591021664239e-10
"Tob2",7.24947485126432e-15,-0.32190496908565,0.156,0.22,2.02970796885698e-10
"Smtnl2",7.83174123213523e-15,0.42415017113719,0.146,0.185,2.19273091017322e-10
"Itm2a",7.9723710675656e-15,-17.283523276443,0.195,0.141,2.23210445149702e-10
"Ccndbp1",8.16996662281052e-15,-0.33352264568618,0.171,0.227,2.28742725505449e-10
"Fbln1",8.39465316464416e-15,4.36803845091567,0.124,0.1,2.35033499303707e-10
"Fbxo3",8.51813071430902e-15,-1.16006433646818,0.237,0.307,2.38490623739224e-10
"Srp68",9.37454740090666e-15,-0.309309605634543,0.156,0.22,2.62468578130585e-10
"Sigmar1",1.01254808088951e-14,-0.469235291677349,0.135,0.194,2.83493211687446e-10
"Wipi1",1.07567190097504e-14,-0.6474389100347,0.198,0.27,3.01166618834991e-10
"Jam3",1.20570108722302e-14,0.410218087286371,0.123,0.078,3.37572190400702e-10
"H2-DMb1",1.22045843556967e-14,30.3253868477241,0.222,0.156,3.41703952790797e-10
"Sec22b",1.29587833767458e-14,-0.566846517455588,0.342,0.414,3.6282001698213e-10
"Cyhr1",1.42739858925589e-14,-0.618402403072166,0.283,0.343,3.99643057019864e-10
"Sptlc2",1.50719142520822e-14,-1.25970249096523,0.374,0.445,4.21983455229799e-10
"Rab3a",1.50994289786833e-14,0.32692961939038,0.16,0.111,4.22753812545174e-10
"AK010878",1.54524506670257e-14,-0.253812248275347,0.093,0.146,4.32637713775384e-10
"Rarres2",1.67398491671099e-14,34.6534974195058,0.269,0.224,4.68682296980744e-10
"Cpm",1.70207447957947e-14,-12.8044251910067,0.297,0.238,4.76546812792661e-10
"Tfe3",1.71709242023021e-14,-0.291648109523408,0.115,0.168,4.80751535816055e-10
"Cst3",1.73573715462499e-14,103.902868246397,0.915,0.95,4.85971688551906e-10
"Sema3b",1.90199758481817e-14,6.66081649678785,0.161,0.222,5.32521283797392e-10
"Rabep2",1.93634105398249e-14,-0.281933221673514,0.102,0.153,5.42136768294018e-10
"Mex3c",1.94824570839708e-14,-0.445680607870049,0.119,0.175,5.45469833437015e-10
"2310033P09Rik",1.96117678796327e-14,-0.470405107877671,0.176,0.236,5.49090277093957e-10
"Sox9",2.07202858471692e-14,0.929665998038718,0.072,0.121,5.80126563149044e-10
"S100a13",2.39157088995389e-14,2.8509285086472,0.623,0.698,6.69592017769289e-10
"Jkamp",2.45112157102655e-14,-0.687731071257325,0.308,0.381,6.86265017456013e-10
"Nrbp1",2.53709261519839e-14,-0.35951392485391,0.259,0.332,7.10335190403244e-10
"Rbm4b",2.56785547817421e-14,-0.454969861327815,0.269,0.336,7.18948176779217e-10
"Rps28",2.62892371376868e-14,-291.394254384625,0.993,0.998,7.36046061380954e-10
"Ppil2",2.97080660840184e-14,-0.419365279766395,0.213,0.268,8.31766434220348e-10
"Cpsf3l",3.03494511990421e-14,-0.290406002026841,0.104,0.157,8.49723934670781e-10
"Notch1",3.03506530542927e-14,-2.12419736869262,0.14,0.199,8.49757584214088e-10
"Gypc",3.08489092752984e-14,0.94598349600997,0.139,0.092,8.63707761889805e-10
"Srgn",3.13062185839623e-14,-0.81294755015691,0.233,0.18,8.76511507913778e-10
"Pik3ip1",3.26321939350581e-14,-0.301765595389489,0.157,0.222,9.13636165793756e-10
"Gpaa1",3.35148745259039e-14,-0.321980081869801,0.175,0.237,9.38349456976258e-10
"Yipf2",3.35980221057013e-14,-0.262954628967089,0.108,0.162,9.40677422915426e-10
"Pmpcb",3.37005029593907e-14,-0.554702394639151,0.184,0.226,9.43546681857021e-10
"Ccdc80",3.6970973800656e-14,-4.0516165851472,0.121,0.181,1.03511332447077e-09
"Trps1",3.95078237564531e-14,-0.830889820418173,0.117,0.174,1.10614004953317e-09
"Aamdc",4.10018821643176e-14,-0.377093846544675,0.291,0.366,1.14797069683657e-09
"Actr10",4.18714848763814e-14,-0.749846830630853,0.306,0.365,1.17231783356893e-09
"Ascc1",4.61192978309227e-14,4.70841142399165,0.155,0.209,1.29124810067017e-09
"Unc50",4.91091740867688e-14,-1.11959549001578,0.388,0.456,1.37495865608135e-09
"Tmem53",5.00967710795456e-14,1.20035590658475,0.073,0.122,1.40260939668512e-09
"Fgf18",5.28125970570957e-14,-4.47062689825035,0.126,0.176,1.47864709240456e-09
"Ramp2",5.33336689107144e-14,0.274121005743822,0.257,0.189,1.49323606216218e-09
"Ddx39b",5.45899784547452e-14,-5.65125873037098,0.497,0.545,1.52841021677596e-09
"Nenf",5.46742151822523e-14,-9.56158618709663,0.748,0.8,1.5307686766727e-09
"Prdx4",5.57250002071666e-14,-9.61132421239158,0.412,0.446,1.56018855580025e-09
"Laptm4a",5.59911086286543e-14,1.7078102245472,0.832,0.881,1.56763905938506e-09
"Arf2",6.03129528581501e-14,-0.398268934344257,0.196,0.263,1.68864205412249e-09
"Clec2d",6.31290118942511e-14,0.278373518129273,0.159,0.223,1.76748607501524e-09
"S1pr1",6.66395276802071e-14,-5.31288487249672,0.164,0.157,1.86577349599044e-09
"Clic3",7.10383721766394e-14,-5.97954160839636,0.439,0.498,1.98893234420155e-09
"Srprb",7.17311309393282e-14,-1.67338080145139,0.232,0.287,2.00832820403931e-09
"Cyr61",7.38153056169054e-14,-16.5629453774253,0.444,0.414,2.06668092666212e-09
"Cldn3",7.66581902599045e-14,13.605584968361,0.433,0.458,2.14627601089681e-09
"Slc43a3",7.88203283137598e-14,-1.73945371025592,0.156,0.211,2.20681155212865e-09
"Lpin2",8.80595075345747e-14,-1.45864261715256,0.227,0.283,2.46549009195302e-09
"Adrbk2",8.94979660029108e-14,0.292738150846827,0.213,0.159,2.5057640521495e-09
"Fam195b",8.9523003116976e-14,-5.74364636107484,0.563,0.641,2.50646504126909e-09
"Cytip",9.5089484616783e-14,2.16714308895336,0.143,0.195,2.66231539030069e-09
"Arl4a",9.74355665372193e-14,-4.55434882363818,0.189,0.252,2.72800099190906e-09
"Surf1",9.84462895062786e-14,-0.487059805099622,0.24,0.301,2.75629921359679e-09
"Abhd16a",9.92379387721048e-14,-0.550657025928108,0.259,0.315,2.77846380974139e-09
"Derl2",1.03144619361919e-13,-1.16260884491707,0.286,0.345,2.88784305289501e-09
"Mpp1",1.10072188178926e-13,-0.516693211395638,0.182,0.248,3.08180112463358e-09
"Il33",1.11512650181689e-13,-73.7476952436593,0.193,0.237,3.12213117978692e-09
"Polr2l",1.20307468728406e-13,-12.5948969780864,0.325,0.377,3.3683685094579e-09
"Tpst1",1.21002002984738e-13,0.284962088466232,0.196,0.141,3.3878140795667e-09
"Tmem42",1.31749129984269e-13,0.60909012196768,0.205,0.162,3.68871214129955e-09
"Angptl4",1.4687629422322e-13,3.25558409666564,0.145,0.146,4.11224248566171e-09
"Fibin",1.4800041290126e-13,3.62240622786712,0.166,0.116,4.14371556040949e-09
"Cyb5b",1.4941302415941e-13,-0.518695273807621,0.277,0.346,4.18326585041516e-09
"Mmp11",1.67097663071578e-13,3.17723868762388,0.222,0.194,4.67840037067804e-09
"Cxcl12",1.68741790316849e-13,-33.1531695022315,0.078,0.126,4.72443264529115e-09
"Dennd3",1.81313383188739e-13,0.402430275947026,0.123,0.086,5.07641210251832e-09
"Anapc7",1.81668653108678e-13,-0.274016765125177,0.125,0.183,5.08635894973676e-09
"Vcan",1.85369477967423e-13,-5.3805902357466,0.09,0.119,5.1899746441319e-09
"Ptk2",1.92835982504635e-13,-0.886459869549661,0.196,0.263,5.39902183816476e-09
"Napa",1.98392669127061e-13,-2.62108788745262,0.447,0.486,5.55459795021946e-09
"Aamp",2.01358880292452e-13,-1.35377259389233,0.463,0.506,5.63764593042806e-09
"Tex30",2.27987113028465e-13,0.256983585834033,0.09,0.136,6.38318319057096e-09
"Exosc3",2.29188667542057e-13,-0.290631856262797,0.183,0.24,6.41682431384251e-09
"Fbxo6",2.35529424650513e-13,-0.49857221852016,0.168,0.222,6.59435283136507e-09
"Ccdc141",2.60723369751272e-13,-0.544076700151063,0.23,0.298,7.29973290629612e-09
"Phyh",2.77692115156441e-13,-0.59742093604301,0.217,0.286,7.77482384015004e-09
"Coro1a",3.07919294702689e-13,-4.48676244805656,0.101,0.064,8.62112441308589e-09
"Polg",3.11657629384613e-13,-0.269221654631185,0.157,0.215,8.7257903075104e-09
"Ahsa1",3.11691544588679e-13,28.7393015061455,0.336,0.402,8.72673986539383e-09
"Igsf8",3.21231394372619e-13,-0.288054852813252,0.094,0.143,8.99383657964460e-09
"Dapk3",3.31089778425053e-13,-0.530032881334464,0.269,0.327,9.26985161634462e-09
"Gpx8",3.54146984758888e-13,-1.02496889114503,0.525,0.597,9.91540727927933e-09
"Nfkbib",3.5878704063154e-13,-0.301718311429785,0.15,0.198,1.00453195636019e-08
"Apoa1bp",3.59620181692719e-13,1.82661371123759,0.583,0.617,1.00686458470328e-08
"Rpp30",3.92310961636389e-13,-0.431337149844759,0.126,0.176,1.09839223038956e-08
"Rps27",4.01385895774045e-13,-229.805872740059,0.998,1,1.12380023098817e-08
"Fkbp7",4.20393130303323e-13,1.93488064977758,0.291,0.267,1.17701668622324e-08
"Oxct1",4.21261983413073e-13,0.437028219826113,0.261,0.334,1.17944930115992e-08
"Dnajb9",4.63745568315759e-13,0.361733693318729,0.261,0.195,1.29839484217046e-08
"Timm21",4.78753069751753e-13,-0.266911742344001,0.157,0.213,1.34041284469096e-08
"B4galt5",4.79700617982968e-13,-0.263553433971789,0.066,0.11,1.34306579022871e-08
"Cbfa2t3",5.03760746911102e-13,-3.27025472893015,0.111,0.163,1.4104293392017e-08
"Lap3",5.05315525420899e-13,-0.532024299056234,0.227,0.295,1.41478240807343e-08
"Scmh1",5.18581721119041e-13,-0.329160153290403,0.188,0.246,1.45192510278909e-08
"Naa30",5.34959032064701e-13,-0.391037182310998,0.07,0.115,1.49777829797475e-08
"Ndn",5.35091156958956e-13,-0.329829248208504,0.15,0.102,1.49814822125369e-08
"Chmp7",5.68757679989367e-13,-0.318206037498939,0.148,0.201,1.59240775243423e-08
"P2ry14",5.76707416508452e-13,4.85257959465794,0.22,0.176,1.61466542474036e-08
"Arid5a",6.27766768916764e-13,-0.386905256118785,0.095,0.146,1.75762139961316e-08
"Pamr1",7.35664259688458e-13,1.19537095160187,0.089,0.115,2.05971279427574e-08
"Tshz1",7.37297849645428e-13,-0.672358343734422,0.191,0.254,2.06428651943727e-08
"Pon2",8.36811164567447e-13,-3.80578736497823,0.452,0.515,2.34290389855594e-08
"Mrps22",8.38912691216816e-13,-0.272109415186543,0.071,0.114,2.34878775286884e-08
"Lhfp",8.83773055347917e-13,3.64628998645183,0.376,0.344,2.4743878003631e-08
"Ddc",1.01059411912797e-12,6.05332863462093,0.121,0.102,2.82946141473449e-08
"Llgl2",1.01075705814046e-12,0.281341645301478,0.127,0.181,2.82991761138166e-08
"Nosip",1.12412449942502e-12,-0.350335962230862,0.178,0.233,3.14732377349018e-08
"Hnrnph3",1.14689951501867e-12,-0.301768210527727,0.285,0.354,3.21108926214927e-08
"Neu1",1.15349698127775e-12,-0.3495820466614,0.18,0.229,3.22956084818145e-08
"Snrpa",1.1631028017434e-12,-1.72168909755187,0.291,0.35,3.25645522432116e-08
"Sod1",1.17206812870921e-12,-3.97689234840093,0.597,0.659,3.28155634676004e-08
"Eva1b",1.19944433132215e-12,-0.519103878550013,0.591,0.661,3.35820423883576e-08
"Pepd",1.25053781643267e-12,-0.483027009550058,0.17,0.215,3.50125577844818e-08
"mt-Nd3",1.26023346772117e-12,8.68438674278744,0.942,0.904,3.52840166292574e-08
"Akap12",1.3126410390282e-12,5.61643202286701,0.107,0.158,3.67513238107115e-08
"Gsn",1.32741081771477e-12,9.67477879155562,0.453,0.506,3.71648480743781e-08
"Sema3a",1.33645160749294e-12,8.37146215506311,0.124,0.118,3.74179721065874e-08
"Endog",1.42413408155884e-12,0.943194993230345,0.104,0.154,3.98729060154844e-08
"Crlf3",1.71072230760436e-12,0.868171429490797,0.209,0.168,4.78968031683068e-08
"B2m",1.73400157312134e-12,8.68480913443116,0.859,0.907,4.85485760442511e-08
"Gm1673",1.73830015893587e-12,15.8515032397987,0.145,0.107,4.86689278498864e-08
"Carkd",1.86608096427474e-12,-1.14832902185178,0.369,0.435,5.22465348377642e-08
"Eno1",1.91058351172968e-12,-2.44734310865784,0.324,0.395,5.34925171614077e-08
"Tapbpl",1.99037494818166e-12,-0.279963039337906,0.104,0.152,5.572651779919e-08
"Acot7",2.08190136717366e-12,8.22900417890186,0.219,0.191,5.82890744781281e-08
"Atxn1",2.17291193967253e-12,-0.358673016079877,0.184,0.248,6.08371884869514e-08
"Hacd3",2.20880536958544e-12,0.916477834899721,0.252,0.208,6.18421327376531e-08
"Ankrd40",2.28257181602023e-12,-0.331766400376886,0.247,0.307,6.39074457049345e-08
"Sgf29",2.41334718839998e-12,-0.301900977158294,0.144,0.197,6.75688945808227e-08
"Aspn",2.43756062643004e-12,36.0135728560219,0.18,0.144,6.82468224187883e-08
"Pea15a",2.46355246935478e-12,-0.705846156868636,0.265,0.332,6.8974542036995e-08
"Ostf1",2.51856336583597e-12,2.21707599856498,0.599,0.668,7.05147371166755e-08
"Tcf7l1",2.54080415530514e-12,-0.329537661478929,0.139,0.194,7.11374347402333e-08
"Fam171a1",2.56180635870645e-12,-0.280748366636969,0.088,0.134,7.17254544310632e-08
"Snx4",2.6035033083295e-12,-1.26785798696656,0.33,0.398,7.28928856266092e-08
"Elmo1",2.86547879224543e-12,-0.339540945640128,0.105,0.149,8.02276752252875e-08
"Gaa",3.029890985875e-12,0.304445055336285,0.18,0.136,8.48308878225283e-08
"Gnb4",3.14072875848023e-12,1.22477917441123,0.262,0.2,8.79341237799295e-08
"2210011C24Rik",3.37541862721921e-12,4.20703781381444,0.146,0.115,9.45049707248834e-08
"Podxl2",3.39358263422406e-12,0.392680394095609,0.151,0.111,9.50135265930052e-08
"Cited2",3.73779852486328e-12,2.91282948641506,0.352,0.309,1.04650883099122e-07
"Stom",4.18669943338291e-12,-0.72424367723966,0.168,0.116,1.17219210735855e-07
"Lgals3bp",4.22191907398893e-12,0.259906661084294,0.071,0.115,1.18205290233542e-07
"Epha4",4.24687522699724e-12,-0.375315474964724,0.134,0.188,1.18904012605469e-07
"1110032A03Rik",4.26723326506836e-12,16.8947170131287,0.2,0.264,1.19473996955384e-07
"Gpm6b",4.34567579200916e-12,3.13045425334674,0.217,0.277,1.21670230824673e-07
"Ptov1",4.37664621306573e-12,-7.20693575019656,0.64,0.704,1.22537340673414e-07
"Adrm1",4.48592844974967e-12,-6.71812997228636,0.315,0.374,1.25597024736091e-07
"Asf1a",5.34144408861112e-12,-0.688330717143158,0.281,0.33,1.49549751592934e-07
"Fdps",5.55623418117106e-12,0.272295397827832,0.264,0.213,1.55563444604427e-07
"Plb1",5.72276866599473e-12,-0.401812027983906,0.123,0.175,1.6022607711052e-07
"Rbm18",5.97554038818068e-12,-0.262876168414295,0.223,0.283,1.67303179788283e-07
"Acyp1",6.32145325043128e-12,19.7436405780079,0.245,0.311,1.76988048105575e-07
"Tgfb1i1",6.34149248283791e-12,2.0527006153351,0.337,0.3,1.77549106534496e-07
"Clk1",6.40166540209373e-12,1.65837778836429,0.481,0.539,1.7923382792782e-07
"Tmem47",6.47370441443319e-12,-1.42157850278675,0.089,0.122,1.812507761953e-07
"Acot2",6.5264875693545e-12,1.05464405233148,0.129,0.089,1.82728598966787e-07
"Copz2",6.99132938631145e-12,3.24498288370611,0.341,0.287,1.95743240157948e-07
"Hdac2",7.34160771995376e-12,-0.659633735485535,0.351,0.415,2.05550332943265e-07
"Aard",7.85934363893066e-12,3.76949253321161,0.19,0.145,2.20045903202781e-07
"Abcd3",8.36122288818792e-12,-2.42203370247458,0.414,0.482,2.34097518423485e-07
"Bend7",8.80706803928791e-12,-0.303651038846492,0.179,0.24,2.46580290963983e-07
"Suclg1",9.07535058265238e-12,7.68742398240792,0.473,0.535,2.54091665613101e-07
"Rnf215",9.24133328125577e-12,0.895959880746246,0.226,0.182,2.58738849208599e-07
"Smu1",9.29490675191071e-12,-1.11599007454011,0.221,0.261,2.60238799239996e-07
"Zfp428",9.56674672978859e-12,-0.27609997649255,0.099,0.143,2.67849774940621e-07
"Gramd2",1.01153681186691e-11,1.16075227407751,0.187,0.138,2.83210076586499e-07
"Cir1",1.09857941837569e-11,-0.685919487988105,0.384,0.446,3.07580265556825e-07
"Fxr2",1.12141919067855e-11,-0.255999609254356,0.14,0.188,3.1397494500618e-07
"Chkb",1.26530567632151e-11,-0.263657177273674,0.217,0.275,3.54260283256498e-07
"Ctsh",1.29554290446239e-11,23.0162576005065,0.571,0.631,3.62726102391381e-07
"Cluap1",1.38703280649047e-11,0.459135298985423,0.093,0.139,3.88341445161201e-07
"Ephb4",1.40651830785819e-11,-0.448939489492675,0.134,0.185,3.93796995834135e-07
"Gja1",1.40977253904905e-11,-1.7240107232628,0.319,0.315,3.94708115482952e-07
"Tspan4",1.41550256924737e-11,-0.805806478036559,0.2,0.255,3.96312409337877e-07
"Rnaset2a",1.42929799818844e-11,2.17742553908634,0.488,0.436,4.001748535328e-07
"Plpp3",1.52096775604918e-11,22.3408286856622,0.208,0.206,4.25840552338648e-07
"Tcp11l2",1.57129437937917e-11,1.49396519807204,0.168,0.118,4.3993100033858e-07
"Epb41l2",1.74493038847741e-11,-0.676194954930893,0.206,0.269,4.88545610165906e-07
"Creld2",1.79787573502978e-11,-0.437664431186568,0.224,0.283,5.03369248293637e-07
"B4galt3",1.8857219576534e-11,-0.323308509209914,0.161,0.208,5.279644337038e-07
"Fastk",1.91921892523801e-11,-0.252503333267326,0.195,0.256,5.37342914688137e-07
"D230025D16Rik",1.9830921870134e-11,0.31039782616713,0.219,0.171,5.55226150520011e-07
"Tmem110",1.99470035748853e-11,0.300935300819394,0.217,0.165,5.58476206089639e-07
"Ctsb",2.04198598520702e-11,-20.1592141856373,0.669,0.726,5.7171523613826e-07
"Usp39",2.10264134056015e-11,-0.312968593642035,0.116,0.164,5.88697522530031e-07
"Pcdh17",2.13541775063118e-11,-7.19419461313283,0.147,0.152,5.97874261821718e-07
"Ier5",2.18893201278586e-11,20.1583051435263,0.373,0.416,6.12857184939786e-07
"Wdr89",2.30011565955207e-11,-21.288771047039,0.88,0.896,6.43986382361387e-07
"Phb",2.4143228615143e-11,-1.51561779387904,0.259,0.31,6.75962114766774e-07
"Ccrl2",2.70805132369935e-11,-40.0576893046154,0.102,0.062,7.58200209609343e-07
"Plekhb1",2.85237308542985e-11,10.6136173754491,0.135,0.092,7.9860741645865e-07
"Trp53inp2",2.88914927312924e-11,-0.814667149214436,0.204,0.262,8.08904013490724e-07
"Dmkn",3.13448963635178e-11,-20.2789014094538,0.112,0.08,8.77594408385772e-07
"Adamts1",3.27718364742302e-11,-25.9132893750065,0.228,0.256,9.17545877605497e-07
"Ric8",3.62167161099693e-11,-1.22582845000009,0.171,0.224,1.01399561764692e-06
"Nkain4",3.78460938539549e-11,3.59015007486146,0.102,0.068,1.05961493572303e-06
"Cd93",3.79479125931564e-11,-6.74374954268707,0.136,0.129,1.06246565678319e-06
"Zfpl1",3.79875049158506e-11,-0.325776226142297,0.193,0.25,1.06357416263398e-06
"Myef2",3.85720605816118e-11,-0.675676569868751,0.184,0.236,1.07994055216397e-06
"Dusp14",4.0066413265629e-11,3.71548369971152,0.189,0.164,1.12177943861108e-06
"Sqstm1",4.04534033549691e-11,-29.882581033952,0.399,0.458,1.13261438713242e-06
"Pigc",4.24610774774005e-11,-0.260730438521184,0.136,0.18,1.18882524721226e-06
"Bfar",5.07309862767443e-11,-0.331680456205409,0.217,0.276,1.42036615377629e-06
"Alad",5.20319432966574e-11,-4.10900802463466,0.321,0.358,1.45679034841981e-06
"Haus8",5.32361656604171e-11,-0.426812434891222,0.078,0.108,1.49050616616036e-06
"Zdhhc3",5.35238120744409e-11,20.3482203342807,0.393,0.436,1.4985596904602e-06
"Fam13a",5.94822776803248e-11,-28.8316539428456,0.067,0.107,1.66538481049373e-06
"Ttc28",6.17701604865076e-11,-0.48810373493004,0.207,0.254,1.72944095330124e-06
"Prps1",6.47502931323271e-11,-0.34178664083386,0.107,0.149,1.81287870711889e-06
"Tmem109",6.6468390875028e-11,4.05854371106428,0.358,0.412,1.86098200771904e-06
"Fstl3",6.66369551346246e-11,0.586796345855277,0.152,0.151,1.86570146985922e-06
"P3h3",6.82815563911721e-11,1.57537984201401,0.154,0.118,1.91174701584004e-06
"Mzt2",7.01608198718179e-11,-0.271283199395757,0.185,0.233,1.96436263477116e-06
"Ly6c1",7.1014611598287e-11,-21.6195510430043,0.26,0.251,1.98826709552884e-06
"Pmm1",7.14194694390953e-11,-0.456508055427638,0.163,0.217,1.99960230535579e-06
"Blvrb",7.22650785395628e-11,-1.01497244799947,0.313,0.354,2.02327766895068e-06
"Wdr45",7.23550404685074e-11,4.2953376417106,0.286,0.231,2.02579642303727e-06
"Gimap1",7.31477068741331e-11,1.42586606484975,0.156,0.108,2.04798949706198e-06
"Azin1",7.34475138426988e-11,-0.686314336936242,0.3,0.347,2.05638349256788e-06
"Errfi1",7.50926636657168e-11,15.4762378082163,0.436,0.443,2.10244439731274e-06
"Cryzl1",7.78706731692878e-11,-0.256500724113094,0.197,0.245,2.18022310739372e-06
"Rps26-ps1",7.81952644564528e-11,-1.6668465417077,0.413,0.453,2.18931101425177e-06
"Cnn2",8.81460284029868e-11,14.3829366113905,0.687,0.747,2.46791250322682e-06
"Ackr3",9.23230007577884e-11,16.6715089651719,0.07,0.109,2.58485937521656e-06
"Rrad",9.48622974802942e-11,2.41348976261344,0.119,0.088,2.65595460485328e-06
"Abhd2",9.50496179013462e-11,-5.26832657154828,0.221,0.28,2.66119920200189e-06
"Nr4a1",1.03853953698567e-10,1.19508851913216,0.423,0.364,2.90770299565248e-06
"Cyyr1",1.09222814412218e-10,-3.72590476976477,0.1,0.109,3.05802035791328e-06
"Snx1",1.1912762916019e-10,-0.550605020982512,0.257,0.308,3.33533536122699e-06
"Eif4a2",1.24706225254069e-10,-4.405410576876,0.65,0.701,3.49152489466343e-06
"Ptdss2",1.33964020095531e-10,-0.252078170533246,0.145,0.195,3.75072463463468e-06
"Mpst",1.36986991488028e-10,-0.462786129431225,0.213,0.269,3.8353617876818e-06
"Emsy",1.38813067155962e-10,-0.302848939075022,0.205,0.258,3.88648825423263e-06
"Papss1",1.40401076663841e-10,-0.769411590996748,0.225,0.279,3.93094934443422e-06
"Pofut2",1.42106987348263e-10,0.717805787475427,0.38,0.443,3.97871143177666e-06
"Dnajb1",1.49499835874948e-10,16.3020593052053,0.28,0.339,4.18569640482679e-06
"Ltbp2",1.54268767646521e-10,5.7943562083181,0.241,0.204,4.31921695656728e-06
"Akap2",1.57089001331031e-10,0.901140326007048,0.137,0.112,4.39817785926622e-06
"Gpx7",1.60334334447542e-10,0.962441159758919,0.29,0.235,4.48904069586227e-06
"Gimap6",1.64935791966772e-10,1.35858105195905,0.154,0.106,4.61787230348569e-06
"Slc48a1",1.67004657026861e-10,-7.5030032544385,0.309,0.374,4.67579638743807e-06
"Bmf",1.71894794622294e-10,-0.329380462993567,0.093,0.13,4.81271045983498e-06
"Dynlt1c",2.09066648887439e-10,1.17711895281765,0.22,0.281,5.85344803555053e-06
"Acta2",2.24231524245427e-10,207.777382954354,0.289,0.239,6.27803421582347e-06
"Zfp740",2.31768629409696e-10,-0.262582950537873,0.118,0.16,6.48905808621268e-06
"Acot9",2.35379664070783e-10,-0.652847696894664,0.195,0.251,6.59015983465378e-06
"Cyth3",2.47366287170935e-10,-2.37435092840185,0.243,0.304,6.92576130821185e-06
"Foxo1",2.62345669019119e-10,2.70498294902106,0.166,0.22,7.3451540411973e-06
"Bscl2",2.65668741701894e-10,-0.357289314299218,0.255,0.308,7.43819343016963e-06
"Nebl",2.73418706631837e-10,-3.16364210056241,0.184,0.146,7.65517694827818e-06
"Tspan13",3.03727928670568e-10,7.57752486882534,0.353,0.404,8.50377454691855e-06
"Dnpep",3.09349856067613e-10,-1.27624658766335,0.246,0.297,8.66117727018102e-06
"Oser1",3.10164874465841e-10,-0.280012634733252,0.191,0.239,8.68399615529461e-06
"Dctn6",3.36461423603012e-10,-0.968634035170682,0.305,0.368,9.42024693803713e-06
"Atf6b",3.3734816620526e-10,-0.254070693743775,0.154,0.207,9.44507395741487e-06
"Sec62",3.39140743216405e-10,-8.70183783458843,0.797,0.823,9.4952625285729e-06
"Pnrc1",3.42471167534937e-10,10.9335138254965,0.653,0.711,9.58850774864318e-06
"Glmp",3.43842445265835e-10,-2.95096118474361,0.344,0.38,9.62690078255286e-06
"Arhgef25",3.50764607706462e-10,0.261089913098488,0.132,0.091,9.82070748656551e-06
"Prrc1",3.63254342660627e-10,-0.252573889501755,0.185,0.238,1.01703950858122e-05
"Sgk1",3.78425856870685e-10,-1.34261221807186,0.205,0.263,1.05951671406655e-05
"Hexa",3.86770517718708e-10,0.829966067797069,0.26,0.316,1.08288009550884e-05
"Ccdc107",3.93824230074603e-10,1.47116708790873,0.372,0.428,1.10262907936287e-05
"Snrpb2",4.01808461099482e-10,-0.61126430842847,0.477,0.54,1.12498332938633e-05
"Ctla2a",4.10023191781698e-10,8.25119503154178,0.182,0.134,1.1479829323504e-05
"Nt5e",4.46778286466965e-10,0.326807161440495,0.091,0.124,1.25088984645021e-05
"Cacna2d1",4.573107314523e-10,-0.379714096713875,0.072,0.106,1.28037858592015e-05
"Tusc3",4.94565717414625e-10,-0.567097937684848,0.323,0.383,1.38468509561747e-05
"Sertad2",5.08709644235081e-10,-0.567354337232308,0.259,0.321,1.42428526192938e-05
"Ift46",5.44554396553575e-10,5.95598500218092,0.147,0.199,1.5246433994707e-05
"Hibadh",5.71880294251101e-10,-0.636845377613406,0.323,0.38,1.60115044784423e-05
"Kank2",6.07131054008027e-10,-0.317996256008075,0.211,0.259,1.69984552501167e-05
"Otud1",6.95091051951994e-10,0.876162523771741,0.136,0.096,1.94611592725519e-05
"Cops3",7.04882532788503e-10,-1.18477111810801,0.263,0.317,1.97353011530125e-05
